thisRow.t,notes,trial.started,text.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.004124400089494884,0.011916200048290193,1.0013877000892535,268889,001,2024-05-26_10h36.56.059,article1,2024.1.4,None,2024-05-26 10h37.04.018608 +0330,
