learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,thisRow.t,notes,text.started,text1.started,text1_key_resp.started,text.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,fixation_learning.started,fixation1.started,fixation_learning.stopped,learning_complete.started,left_image.started,right_image.started,key_resp.started,reward_A2,reward_C,participant,session,learning type,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.04613480006810278,0.08780060010030866,0.08780060010030866,2.6677627000026405,space,2.573555300012231,None,,,,,,,,,,118582,001,1,2024-05-27_14h29.37.515,article1,2024.1.4,None,2024-05-27 14h29.45.472303 +0330,
,,,,2.691335800103843,,,,,,,,,2.6689724000170827,2.691335800103843,3.679405100061558,3.6794287000084296,,,,69,34,,,,,,,,,
