learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,thisRow.t,notes,text.started,text1.started,text1_key_resp.started,text.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,fixation_learning.started,fixation1.started,fixation1.stopped,fixation_learning.stopped,learning_complete.started,left_image.started,right_image.started,key_resp.started,learning_complete.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.021581199951469898,0.02582280000206083,0.02582280000206083,0.6765821999870241,space,0.6420133999781683,None,,,,,,,,,,,,,395875,001,2024-05-26_23h00.02.511,article1,2024.1.4,None,2024-05-26 23h00.10.357605 +0330,
0,0,0,0,0.6877592999953777,,,,,,,,,0.6775956000201404,0.6877592999953777,1.7990710999583825,1.6718677999451756,1.671897599939257,1.7990710999583825,1.7990710999583825,1.7990710999583825,2.0764257999835536,right,0.22828860010486096,None,395875,001,2024-05-26_23h00.02.511,article1,2024.1.4,None,2024-05-26 23h00.10.357605 +0330,
1,0,1,0,2.421277099987492,,,,,,,,,2.4096803000429645,2.421277099987492,3.4915045000379905,3.406351999961771,3.406392400036566,3.4915045000379905,3.4915045000379905,3.4915045000379905,4.228898199973628,right,0.6538403000449762,None,395875,001,2024-05-26_23h00.02.511,article1,2024.1.4,None,2024-05-26 23h00.10.357605 +0330,
,,,,4.65422409994062,,,,,,,,,4.6392359000165015,4.65422409994062,5.738126200041734,5.6395028999540955,5.639568499987945,5.738126200041734,5.738126200041734,5.738126200041734,,,,,,,,,,,,
