learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,thisRow.t,notes,text.started,text1.started,text1_key_resp.started,text.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,fixation_learning.started,fixation1.started,fixation1.stopped,fixation_learning.stopped,learning_complete.started,left_image.started,right_image.started,learning_key_resp.started,left_image.stopped,right_image.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.021343600004911423,0.025981000042520463,0.025981000042520463,1.971957299974747,space,1.9284386999206617,None,,,,,,,,,,,210667,001,2024-05-26_21h28.04.503,article1,2024.1.4,None,2024-05-26 21h28.12.594473 +0330,
,,,,1.9870319999754429,,,,,,,,,1.9731678999960423,1.9870319999754429,3.0931334000779316,2.971274400013499,2.97130420000758,3.0931334000779316,3.0931334000779316,3.0931334000779316,7.247977199964225,7.247977199964225,,,,,,,,
