learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,transfer_trials.thisRepN,transfer_trials.thisTrialN,transfer_trials.thisN,transfer_trials.thisIndex,thisRow.t,notes,text_1.started,text1.started,text1_key_resp.started,text_1.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,fixation_learning.started,fixation1.started,fixation1.stopped,fixation_learning.stopped,main_learning.started,left_image.started,right_image.started,key_resp.started,reward_A2,reward_C,polygon.started,left_learning_reward.started,right_learning_reward.started,key_resp.stopped,polygon.stopped,left_learning_reward.stopped,right_learning_reward.stopped,left_image.stopped,right_image.stopped,text_no_resp.started,text_no_resp.stopped,main_learning.stopped,key_resp.keys,text_2.started,text2.started,text2_key_resp.started,text_2.stopped,text2_key_resp.keys,text2_key_resp.rt,text2_key_resp.duration,fixation_transfer.started,fixation2.started,fixation2.stopped,fixation_transfer.stopped,main_transfer.started,left_image_2.started,right_image_2.started,key_resp_2.started,polygon_2.started,left_image_2.stopped,right_image_2.stopped,key_resp_2.stopped,polygon_2.stopped,main_transfer.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,participant,session,learning type,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,0.025473900022916496,0.03550250001717359,0.03550250001717359,2.8565090999472886,space,2.806468299939297,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,033349,001,1,2024-05-28_01h07.50.905,article1,2024.1.4,None,2024-05-28 01h08.06.534798 +0330,
0,0,0,0,,,,,2.8652003000024706,,,,,,,,,2.857164700049907,2.8652003000024706,3.935678399982862,3.8552859999472275,3.8553108000196517,3.935678399982862,3.935678399982862,3.935678399982862,63,30,7.865800700034015,7.865800700034015,7.865800700034015,7.949774899985641,8.866923999972641,8.866923999972641,8.866923999972641,8.949800999951549,8.949800999951549,9.8816150999628,10.881555899977684,10.870325900032185,None,,,,,,,,,,,,,,,,,,,,,,,,,033349,001,1,2024-05-28_01h07.50.905,article1,2024.1.4,None,2024-05-28 01h08.06.534798 +0330,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.219253899995238,11.23232489998918,11.23232489998918,12.105311300023459,space,0.8701226999983191,None,,,,,,,,,,,,,,,,,,033349,001,1,2024-05-28_01h07.50.905,article1,2024.1.4,None,2024-05-28 01h08.06.534798 +0330,
,,,,0,0,0,0,12.115717699984089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.106154900044203,12.115717699984089,13.184109200024977,13.102697400026955,13.102718899957836,13.184109200024977,13.184109200024977,13.184109200024977,14.865453399950638,15.881759700016119,15.881759700016119,15.881759700016119,16.897900799987838,16.88757160003297,right,0.6642336000222713,None,033349,001,1,2024-05-28_01h07.50.905,article1,2024.1.4,None,2024-05-28 01h08.06.534798 +0330,
,,,,,,,,16.897900799987838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.88888450001832,16.897900799987838,17.951016500010155,17.887721000006422,17.88775190000888,17.951016500010155,17.951016500010155,17.951016500010155,,,,,,,,,,,,,,,,,,
