learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,thisRow.t,notes,text.started,text1.started,text1_key_resp.started,text.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,fixation_learning.started,fixation1.started,fixation1.stopped,fixation_learning.stopped,learning_complete.started,left_image.started,right_image.started,key_resp.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.014820200041867793,0.04504410002846271,0.04504410002846271,0.40922649996355176,space,0.35155240003950894,None,,,,,,,,,463538,001,2024-05-26_22h23.05.102,article1,2024.1.4,None,2024-05-26 22h23.11.910242 +0330,
,,,,0.4202387999976054,,,,,,,,,0.4106914000585675,0.4202387999976054,1.536640099948272,1.4039626000449061,1.403990100021474,1.536640099948272,1.536640099948272,1.536640099948272,,,,,,,,
