learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,thisRow.t,notes,text.started,text1.started,text1_key_resp.started,text.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,fixation_learning.started,fixation1.started,fixation1.stopped,fixation_learning.stopped,learning_complete.started,left_image.started,right_image.started,key_resp.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.01567220001015812,0.02037959999870509,0.02037959999870509,0.8562226000940427,space,0.8209728000219911,None,,,,,,,,,875228,001,2024-05-26_22h40.43.465,article1,2024.1.4,None,2024-05-26 22h40.52.793750 +0330,
,,,,0.8679956000996754,,,,,,,,,0.857487800065428,0.8679956000996754,2.010349100106396,1.851794800022617,1.8518303000601009,2.010349100106396,2.010349100106396,2.010349100106396,,,,,,,,
