learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,thisRow.t,notes,text.started,text1.started,text1_key_resp.started,text.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,fixation_learning.started,fixation1.started,fixation1.stopped,fixation_learning.stopped,learning_complete.started,left_image.started,right_image.started,key_resp.started,reward_A2,reward_C,text_no_resp.started,text_no_resp.stopped,polygon.started,participant,session,learning type,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.03959619998931885,0.06841619999613613,0.06841619999613613,2.602718999958597,space,2.4850738999666646,None,,,,,,,,,,,,,,416717,001,1,2024-05-27_16h59.39.498,article1,2024.1.4,None,2024-05-27 16h59.45.939286 +0330,
,,,,2.607895699911751,,,,,,,,,2.603317299974151,2.607895699911751,3.7337747999699786,3.599496899987571,3.599521999945864,3.7337747999699786,3.7337747999699786,3.7337747999699786,83,18,3.7337747999699786,4.743368199910037,,,,,,,,,,
