learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,transfer_trials.thisRepN,transfer_trials.thisTrialN,transfer_trials.thisN,transfer_trials.thisIndex,thisRow.t,notes,text_1.started,text1.started,text1_key_resp.started,text_1.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,fixation_learning.started,fixation1.started,fixation_learning.stopped,main_learning.started,left_image.started,right_image.started,key_resp.started,reward_B,reward_A1,polygon.started,left_learning_reward.started,right_learning_reward.started,key_resp.stopped,polygon.stopped,left_learning_reward.stopped,right_learning_reward.stopped,left_image.stopped,right_image.stopped,text_no_resp.started,text_no_resp.stopped,main_learning.stopped,key_resp.keys,text_2.started,text2.started,text2_key_resp.started,text_2.stopped,text2_key_resp.keys,text2_key_resp.rt,text2_key_resp.duration,fixation_transfer.started,fixation2.started,fixation2.stopped,fixation_transfer.stopped,main_transfer.started,left_image_2.started,right_image_2.started,key_resp_2.started,polygon_2.started,left_image_2.stopped,right_image_2.stopped,key_resp_2.stopped,polygon_2.stopped,main_transfer.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,participant,session,learning type,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,0.02225520007777959,0.03994240006431937,0.03994240006431937,13.404150400077924,space,13.360090599977411,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,970320,001,1,2024-05-28_00h09.30.428,article1,2024.1.4,None,2024-05-28 00h09.35.926859 +0330,
0,0,0,0,,,,,13.417224999982864,,,,,,,,,13.404654700076208,13.417224999982864,14.418759700027294,14.418777200044133,14.50181100005284,14.50181100005284,14.50181100005284,45,78,18.41504910006188,18.41504910006188,18.41504910006188,18.515061200014316,19.415462400065735,19.415462400065735,19.415462400065735,19.515022000065073,19.515022000065073,20.43119909998495,21.431221200036816,21.419699100079015,None,,,,,,,,,,,,,,,,,,,,,,,,,970320,001,1,2024-05-28_00h09.30.428,article1,2024.1.4,None,2024-05-28 00h09.35.926859 +0330,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.767230700002983,21.781841300078668,21.781841300078668,22.270614300039597,space,0.47460690001025796,None,,,,,,,,,,,,,,,,,,970320,001,1,2024-05-28_00h09.30.428,article1,2024.1.4,None,2024-05-28 00h09.35.926859 +0330,
,,,,0,0,0,0,22.281556500005536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.27141260006465,22.281556500005536,23.3680095000891,23.270569600048475,23.27059480000753,23.3680095000891,23.3680095000891,23.3680095000891,24.21560540003702,24.231980700045824,24.231980700045824,24.231980700045824,25.215098900021985,25.203832700033672,right,0.8216826000716537,None,970320,001,1,2024-05-28_00h09.30.428,article1,2024.1.4,None,2024-05-28 00h09.35.926859 +0330,
,,,,1,0,1,0,25.215098900021985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.204559799982235,25.215098900021985,26.267803500057198,26.201252600061707,26.201270600082353,26.267803500057198,26.267803500057198,26.267803500057198,28.51480560004711,28.53235150000546,28.53235150000546,28.53235150000546,29.51412320008967,29.49927800009027,left,2.2278346999082714,None,970320,001,1,2024-05-28_00h09.30.428,article1,2024.1.4,None,2024-05-28 00h09.35.926859 +0330,
,,,,2,0,2,0,29.51412320008967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.499588800012134,29.51412320008967,,30.501079600071535,30.50109610008076,30.550218300078996,30.550218300078996,30.550218300078996,31.38189170008991,31.398491400061175,31.398491400061175,31.398491400061175,32.38160229998175,32.36837879999075,right,0.8172824000939727,None,970320,001,1,2024-05-28_00h09.30.428,article1,2024.1.4,None,2024-05-28 00h09.35.926859 +0330,
,,,,,,,,32.38160229998175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.36880050005857,32.38160229998175,,33.368850300088525,33.36887220002245,33.43337650003377,33.43337650003377,33.43337650003377,34.066598500008695,34.08148000005167,34.08148000005167,34.08148000005167,,,,,,,,,,,,,,
