learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,thisRow.t,notes,text.started,text1.started,text1_key_resp.started,text.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,fixation_learning.started,fixation1.started,fixation_learning.stopped,learning_complete.started,left_image.started,right_image.started,key_resp.started,polygon.started,left_learning_reward.started,right_learning_reward.started,key_resp.stopped,left_learning_reward.stopped,right_learning_reward.stopped,learning_complete.stopped,key_resp.keys,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.008442999911494553,0.03104859997984022,0.03104859997984022,0.8201726999832317,space,0.779881100053899,None,,,,,,,,,,,,,,,,328531,001,2024-05-27_01h16.31.185,article1,2024.1.4,None,2024-05-27 01h16.35.787232 +0330,
0,0,0,0,0.8344494999619201,,,,,,,,,0.8210631998954341,0.8344494999619201,1.830133399926126,1.830145699903369,1.922264299937524,1.922264299937524,1.922264299937524,5.829628499923274,5.829628499923274,5.829628499923274,5.929391999961808,6.830391199910082,6.830391199910082,6.830686099943705,None,328531,001,2024-05-27_01h16.31.185,article1,2024.1.4,None,2024-05-27 01h16.35.787232 +0330,
1,0,1,0,7.549136599991471,,,,,,,,,7.534128799918108,7.549136599991471,7.833114699926227,7.8331363999750465,7.906971299904399,7.906971299904399,7.906971299904399,11.832778699928895,11.832778699928895,11.832778699928895,11.926523600006476,,,12.82901399990078,None,328531,001,2024-05-27_01h16.31.185,article1,2024.1.4,None,2024-05-27 01h16.35.787232 +0330,
,,,,13.198981499997899,,,,,,,,,13.181935400003567,13.198981499997899,,,,,,,,,,,,,,,,,,,,,
