thisRow.t,notes,text_1.started,text1.started,text1_key_resp.started,participant,session,learning type,date,expName,psychopyVersion,frameRate,expStart,
,,0.04116160003468394,0.09688570001162589,0.09688570001162589,,,,,,,,,
