learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,thisRow.t,notes,text.started,text1.started,text1_key_resp.started,text.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,fixation_learning.started,fixation1.started,fixation1.stopped,fixation_learning.stopped,learning_complete.started,left_image.started,right_image.started,key_resp.started,reward_A2,reward_C,polygon.started,left_learning_reward.started,right_learning_reward.started,key_resp.stopped,polygon.stopped,left_learning_reward.stopped,right_learning_reward.stopped,learning_complete.stopped,key_resp.keys,key_resp.rt,key_resp.duration,reward_A1,reward_B,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.006967299967072904,0.010523400036618114,0.010523400036618114,2.395693000056781,space,2.376192399999127,None,,,,,,,,,,,,,,,,,,,,,,,,860249,001,2024-05-27_11h44.15.260,article1,2024.1.4,None,2024-05-27 11h44.19.990677 +0330,
0,0,0,0,2.4113005000399426,,,,,,,,,2.397158100036904,2.4113005000399426,3.561911500059068,3.3956431000260636,3.3956710000056773,3.561911500059068,3.561911500059068,3.561911500059068,67,51,7.39484890003223,7.39484890003223,7.39484890003223,7.5618181000463665,8.395047300029546,8.395047300029546,8.395047300029546,8.411795899970457,None,,,,,860249,001,2024-05-27_11h44.15.260,article1,2024.1.4,None,2024-05-27 11h44.19.990677 +0330,
1,0,1,0,8.777591999969445,,,,,,,,,8.762009700061753,8.777591999969445,,9.411050399998203,9.411075100069866,9.473148500081152,9.473148500081152,9.473148500081152,60,16,13.39526839996688,13.39526839996688,13.39526839996688,13.478669199976139,14.395155900041573,14.395155900041573,14.395155900041573,14.412232200033031,right,0.7925440999679267,0.1999864000827074,,,860249,001,2024-05-27_11h44.15.260,article1,2024.1.4,None,2024-05-27 11h44.19.990677 +0330,
2,0,2,0,14.77741270000115,,,,,,,,,14.761674000066705,14.77741270000115,,15.41155499999877,15.411617700010538,15.46886959997937,15.46886959997937,15.46886959997937,,,19.396755800000392,19.396755800000392,19.396755800000392,19.477996799978428,20.411771400016733,20.411771400016733,20.411771400016733,20.41243490006309,None,,,61,36,860249,001,2024-05-27_11h44.15.260,article1,2024.1.4,None,2024-05-27 11h44.19.990677 +0330,
3,0,3,0,20.77724169997964,,,,,,,,,20.763984200078994,20.77724169997964,,21.411650000023656,21.41169760003686,21.49151510000229,21.49151510000229,21.49151510000229,64,57,25.395045200013556,25.395045200013556,25.395045200013556,25.494749800069258,26.3946913999971,26.3946913999971,26.3946913999971,26.412246600026265,left,1.3191873000469059,0.0962559999898076,,,860249,001,2024-05-27_11h44.15.260,article1,2024.1.4,None,2024-05-27 11h44.19.990677 +0330,
4,0,4,0,26.777065700036474,,,,,,,,,26.76231690007262,26.777065700036474,,27.41206180001609,27.412150399992242,27.47169280005619,27.47169280005619,27.47169280005619,61,31,31.394375700037926,31.394375700037926,31.394375700037926,31.477993000065908,32.394527700031176,32.394527700031176,32.394527700031176,32.41175980004482,None,,,,,860249,001,2024-05-27_11h44.15.260,article1,2024.1.4,None,2024-05-27 11h44.19.990677 +0330,
,,,,32.77716810000129,,,,,,,,,32.76146730000619,32.77716810000129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
