learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,thisRow.t,notes,text.started,text1.started,text1_key_resp.started,text.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,fixation_learning.started,fixation1.started,fixation1.stopped,fixation_learning.stopped,learning_complete.started,left_image.started,right_image.started,key_resp.started,polygon.started,left_learning_reward.started,right_learning_reward.started,key_resp.stopped,polygon.stopped,left_learning_reward.stopped,right_learning_reward.stopped,learning_complete.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.004901600070297718,0.009195100050419569,0.009195100050419569,1.4109287000028417,space,1.381990300025791,None,,,,,,,,,,,,,,,,,,,,281132,001,2024-05-27_01h31.41.658,article1,2024.1.4,None,2024-05-27 01h31.46.122541 +0330,
0,0,0,0,1.4209346000570804,,,,,,,,,1.4115972999716178,1.4209346000570804,2.5351845000404865,2.405860700062476,2.405930700013414,2.5351845000404865,2.5351845000404865,2.5351845000404865,6.42130529996939,6.42130529996939,6.42130529996939,6.538052899995819,7.421444899984635,7.421444899984635,7.421444899984635,7.4216517000459135,None,,,281132,001,2024-05-27_01h31.41.658,article1,2024.1.4,None,2024-05-27 01h31.46.122541 +0330,
1,0,1,0,7.787853699992411,,,,,,,,,7.7725687000202015,7.787853699992411,,8.42073310003616,8.420751300058328,8.475054900045507,8.475054900045507,8.475054900045507,12.421676700003445,12.421676700003445,12.421676700003445,12.488181799999438,13.421674699988216,13.421674699988216,13.421674699988216,13.421943900058977,right,2.022380099981092,0.08090349996928126,281132,001,2024-05-27_01h31.41.658,article1,2024.1.4,None,2024-05-27 01h31.46.122541 +0330,
2,0,2,0,13.787538400036283,,,,,,,,,13.77310650004074,13.787538400036283,,14.421348600066267,14.421388200018555,14.501957100001164,14.501957100001164,14.501957100001164,18.422240399988368,18.422240399988368,18.422240399988368,18.504569499986246,19.42145560006611,19.42145560006611,19.42145560006611,19.421639000065625,None,,,281132,001,2024-05-27_01h31.41.658,article1,2024.1.4,None,2024-05-27 01h31.46.122541 +0330,
3,0,3,0,19.787271499983035,,,,,,,,,19.772025300073437,19.787271499983035,,20.421340800006874,20.421377300051972,20.496668600011617,20.496668600011617,20.496668600011617,24.420923199970275,24.420923199970275,24.420923199970275,24.504332400043495,25.42126490001101,25.42126490001101,25.42126490001101,25.422461400041357,None,,,281132,001,2024-05-27_01h31.41.658,article1,2024.1.4,None,2024-05-27 01h31.46.122541 +0330,
4,0,4,0,25.78695580002386,,,,,,,,,25.770877600065432,25.78695580002386,,26.420685000019148,26.420712399994954,26.486078800051473,26.486078800051473,26.486078800051473,30.4233680999605,30.4233680999605,30.4233680999605,30.487900600070134,,,,31.42169109999668,left,0.3038877999642864,0.0616555999731645,281132,001,2024-05-27_01h31.41.658,article1,2024.1.4,None,2024-05-27 01h31.46.122541 +0330,
,,,,31.786861200002022,,,,,,,,,31.77181070006918,31.786861200002022,,32.421282900031656,32.42133499996271,32.48508070001844,32.48508070001844,32.48508070001844,,,,,,,,,,,,,,,,,,,
