training_trials.thisRepN,training_trials.thisTrialN,training_trials.thisN,training_trials.thisIndex,learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,thisRow.t,notes,text_0.started,text0.started,text0_key_resp.started,text_0.stopped,text0_key_resp.keys,text0_key_resp.rt,text0_key_resp.duration,fixation_training.started,fixation0.started,fixation0.stopped,fixation_training.stopped,main_training.started,left_image_0.started,right_image_0.started,key_resp_0.started,polygon_0.started,left_learning_reward_0.started,right_learning_reward_0.started,key_resp_0.stopped,polygon_0.stopped,left_learning_reward_0.stopped,right_learning_reward_0.stopped,left_image_0.stopped,right_image_0.stopped,main_training.stopped,key_resp_0.keys,key_resp_0.rt,key_resp_0.duration,text_1.started,text1.started,text1_key_resp.started,text_1.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,fixation_learning.started,fixation1.started,fixation1.stopped,fixation_learning.stopped,main_learning.started,left_image.started,right_image.started,key_resp.started,reward_A2,reward_C,gain_reward,polygon.started,left_learning_reward.started,right_learning_reward.started,key_resp.stopped,polygon.stopped,left_learning_reward.stopped,right_learning_reward.stopped,left_image.stopped,right_image.stopped,main_learning.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,learning type,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,0.002455300069414079,0.00551599997561425,0.00551599997561425,2.560505200061016,space,2.539534499985166,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656854,001,1,2024-05-28_15h06.56.285,article1,2024.1.4,None,2024-05-28 15h07.04.470500 +0330,
0,0,0,0,,,,,2.576377199962735,,,,,,,,,2.561717199976556,2.576377199962735,3.7398270000703633,3.5615918000694364,3.561647400027141,3.7398270000703633,3.7398270000703633,3.7398270000703633,7.560932700056583,7.560932700056583,7.560932700056583,7.744160000002012,8.560584699967876,8.560584699967876,8.560584699967876,8.743314299965277,8.743314299965277,9.57972320006229,right,0.46120449993759394,0.19701050000730902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656854,001,1,2024-05-28_15h06.56.285,article1,2024.1.4,None,2024-05-28 15h07.04.470500 +0330,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.580635100021027,9.592587299994193,9.592587299994193,10.428087000036612,space,0.8300725999288261,None,,,,,,,,,,,,,,,,,,,,,,,,,656854,001,1,2024-05-28_15h06.56.285,article1,2024.1.4,None,2024-05-28 15h07.04.470500 +0330,
,,,,0,0,0,0,10.442978300037794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.429156600032002,10.442978300037794,11.59872919996269,11.42760040005669,11.427642300026491,11.59872919996269,11.59872919996269,11.59872919996269,73,43,43,15.443419300019741,15.443419300019741,15.443419300019741,15.61047369998414,16.443726500030607,16.443726500030607,16.443726500030607,16.60952709999401,16.60952709999401,17.449899600003846,right,0.7800520999589935,0.1679828999331221,656854,001,1,2024-05-28_15h06.56.285,article1,2024.1.4,None,2024-05-28 15h07.04.470500 +0330,
,,,,,,,,17.80932430003304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.79564550006762,17.80932430003304,18.898067399975844,18.794446300016716,18.794495700043626,18.898067399975844,18.898067399975844,18.898067399975844,47,42,,,,,,,,,,,,,,,,,,,,,,,
