learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,thisRow.t,notes,text.started,text1.started,text1_key_resp.started,text.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,fixation_learning.started,fixation1.started,fixation1.stopped,fixation_learning.stopped,learning_complete.started,left_image.started,right_image.started,key_resp.started,polygon.started,left_learning_reward.started,right_learning_reward.started,key_resp.stopped,left_learning_reward.stopped,right_learning_reward.stopped,learning_complete.stopped,key_resp.keys,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.010287399985827506,0.02227299998048693,0.02227299998048693,6.025759299984202,space,5.98916450003162,None,,,,,,,,,,,,,,,,,277342,001,2024-05-27_01h19.34.671,article1,2024.1.4,None,2024-05-27 01h19.59.494493 +0330,
0,0,0,0,6.038822600035928,,,,,,,,,6.026561800041236,6.038822600035928,7.143008999992162,7.0229607000947,7.022981500020251,7.143008999992162,7.143008999992162,7.143008999992162,11.038130300003104,11.038130300003104,11.038130300003104,11.153982200077735,12.039343600044958,12.039343600044958,12.039515500073321,None,277342,001,2024-05-27_01h19.34.671,article1,2024.1.4,None,2024-05-27 01h19.59.494493 +0330,
1,0,1,0,12.406683300039731,,,,,,,,,12.390957300085574,12.406683300039731,,13.041554900002666,13.041576600051485,13.111389000085182,13.111389000085182,13.111389000085182,17.039559100056067,17.039559100056067,17.039559100056067,17.122248200001195,18.03957070002798,18.03957070002798,18.039751900010742,None,277342,001,2024-05-27_01h19.34.671,article1,2024.1.4,None,2024-05-27 01h19.59.494493 +0330,
2,0,2,0,18.40650300006382,,,,,,,,,18.39174130000174,18.40650300006382,,19.041369799990207,19.041403700015508,19.117188500007614,19.117188500007614,19.117188500007614,23.041367400088347,23.041367400088347,23.041367400088347,23.1223984999815,,,24.039964199997485,None,277342,001,2024-05-27_01h19.34.671,article1,2024.1.4,None,2024-05-27 01h19.59.494493 +0330,
3,0,3,0,24.40681100008078,,,,,,,,,24.390694400062785,24.40681100008078,,25.039588700048625,25.039604000048712,25.121561100007966,25.121561100007966,25.121561100007966,29.04136010003276,29.04136010003276,29.04136010003276,29.12306970008649,,,30.03901449998375,None,277342,001,2024-05-27_01h19.34.671,article1,2024.1.4,None,2024-05-27 01h19.59.494493 +0330,
4,0,4,0,30.405389900086448,,,,,,,,,30.39259150007274,30.405389900086448,,31.04047070001252,31.04049839999061,31.103382000001147,31.103382000001147,31.103382000001147,35.03927930002101,35.03927930002101,35.03927930002101,35.105590800056234,36.03834149998147,36.03834149998147,36.03853400005028,None,277342,001,2024-05-27_01h19.34.671,article1,2024.1.4,None,2024-05-27 01h19.59.494493 +0330,
,,,,36.40586050006095,,,,,,,,,36.391103200032376,36.40586050006095,,37.039594100089744,37.03961269999854,37.099941899999976,37.099941899999976,37.099941899999976,,,,,,,,,,,,,,,,
