learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,thisRow.t,notes,text.started,text1.started,text1_key_resp.started,text.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,fixation_learning.started,fixation1.started,fixation_learning.stopped,learning_complete.started,left_image.started,right_image.started,key_resp.started,polygon.started,left_learning_reward.started,right_learning_reward.started,key_resp.stopped,left_learning_reward.stopped,right_learning_reward.stopped,learning_complete.stopped,key_resp.keys,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.009702000068500638,0.024777500075288117,0.024777500075288117,0.9115850999951363,space,0.8804401999805123,None,,,,,,,,,,,,,,,,677873,001,2024-05-27_01h13.13.191,article1,2024.1.4,None,2024-05-27 01h13.17.267155 +0330,
0,0,0,0,0.9241848000092432,,,,,,,,,0.9123859000392258,0.9241848000092432,1.9223607000894845,1.9223712000530213,2.0084192000795156,2.0084192000795156,2.0084192000795156,5.922527800081298,5.922527800081298,5.922527800081298,6.021978000062518,6.923065799986944,6.923065799986944,6.923210100037977,None,677873,001,2024-05-27_01h13.13.191,article1,2024.1.4,None,2024-05-27 01h13.17.267155 +0330,
,,,,7.290625000023283,,,,,,,,,7.27532420004718,7.290625000023283,,,,,,,,,,,,,,,,,,,,,
