learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,thisRow.t,notes,text.started,text1.started,text1_key_resp.started,text.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,fixation_learning.started,fixation1.started,fixation1.stopped,fixation_learning.stopped,learning_complete.started,left_image.started,right_image.started,key_resp.started,polygon.started,key_resp.stopped,learning_complete.stopped,key_resp.keys,key_resp.rt,key_resp.duration,polygon.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.009151499951258302,0.012902299989946187,0.012902299989946187,0.7403435000451282,space,0.7167375000426546,None,,,,,,,,,,,,,,,,022169,001,2024-05-27_00h05.33.858,article1,2024.1.4,None,2024-05-27 00h05.52.588670 +0330,
0,0,0,0,0.7552483000326902,,,,,,,,,0.7408832999644801,0.7552483000326902,1.860117799951695,1.7388404000084847,1.7388620999408886,1.860117799951695,1.860117799951695,1.860117799951695,5.7558890000218526,5.872449000016786,6.745384800015017,right,0.6159697000402957,0.11577749997377396,,022169,001,2024-05-27_00h05.33.858,article1,2024.1.4,None,2024-05-27 00h05.52.588670 +0330,
1,0,1,0,7.112024400033988,,,,,,,,,7.096487900009379,7.112024400033988,,7.7436380999861285,7.743651999975555,7.807608100003563,7.807608100003563,7.807608100003563,11.743181900004856,11.809627500013448,12.744201299967244,left,0.32518509996589273,0.09019619994796813,12.744017299963161,022169,001,2024-05-27_00h05.33.858,article1,2024.1.4,None,2024-05-27 00h05.52.588670 +0330,
2,0,2,0,13.325694400002249,,,,,,,,,13.312167800031602,13.325694400002249,,13.744400899973698,13.744419499998912,13.799608599976636,13.799608599976636,13.799608599976636,17.743767100037076,17.81135740003083,18.74435719999019,left,0.10101070010568947,0.05767599993851036,18.743865399970673,022169,001,2024-05-27_00h05.33.858,article1,2024.1.4,None,2024-05-27 00h05.52.588670 +0330,
3,0,3,0,19.210009000031278,,,,,,,,,19.194667599978857,19.210009000031278,,19.74405660002958,19.744082399993204,19.808493499993347,19.808493499993347,19.808493499993347,23.743588499957696,23.810508899972774,24.74494699994102,right,0.49385450000409037,0.07656449999194592,24.74471070000436,022169,001,2024-05-27_00h05.33.858,article1,2024.1.4,None,2024-05-27 00h05.52.588670 +0330,
4,0,4,0,25.108996200026013,,,,,,,,,25.093819899950176,25.108996200026013,,25.74315520003438,25.743187200045213,25.797803099965677,25.797803099965677,25.797803099965677,29.742846100009046,29.809772299951874,30.74212680000346,left,0.3642087000189349,0.08419429999776185,30.74193000001833,022169,001,2024-05-27_00h05.33.858,article1,2024.1.4,None,2024-05-27 00h05.52.588670 +0330,
5,0,5,0,31.109517900040373,,,,,,,,,31.09345869999379,31.109517900040373,,31.742630900000222,31.74264279997442,31.79385999997612,31.79385999997612,31.79385999997612,35.74419899994973,35.79414170002565,36.742936499998905,left,3.7752879000036046,0.17182409996166825,,022169,001,2024-05-27_00h05.33.858,article1,2024.1.4,None,2024-05-27 00h05.52.588670 +0330,
,,,,37.10934660001658,,,,,,,,,37.09388509998098,37.10934660001658,,,,,,,,,,,,,,,,,,,,,
