training_trials.thisRepN,training_trials.thisTrialN,training_trials.thisN,training_trials.thisIndex,learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,thisRow.t,notes,text_0.started,text0.started,text0_key_resp.started,text_0.stopped,text0_key_resp.keys,text0_key_resp.rt,text0_key_resp.duration,fixation_training.started,fixation0.started,fixation0.stopped,fixation_training.stopped,main_training.started,left_image_0.started,right_image_0.started,key_resp_0.started,polygon_0.started,left_learning_reward_0.started,right_learning_reward_0.started,key_resp_0.stopped,polygon_0.stopped,left_learning_reward_0.stopped,right_learning_reward_0.stopped,left_image_0.stopped,right_image_0.stopped,main_training.stopped,key_resp_0.keys,key_resp_0.rt,key_resp_0.duration,text_1.started,text1.started,text1_key_resp.started,text_1.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,fixation_learning.started,fixation1.started,fixation1.stopped,fixation_learning.stopped,main_learning.started,left_image.started,right_image.started,key_resp.started,reward_A2,reward_C,gain_reward,polygon.started,left_learning_reward.started,right_learning_reward.started,key_resp.stopped,polygon.stopped,left_learning_reward.stopped,right_learning_reward.stopped,left_image.stopped,right_image.stopped,participant,session,learning type,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,0.0029753000708296895,0.007160000037401915,0.007160000037401915,34.11754590005148,space,34.09668660000898,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441803,001,1,2024-05-28_15h10.21.362,article1,2024.1.4,None,2024-05-28 15h10.30.463338 +0330,
0,0,0,0,,,,,34.129114700015634,,,,,,,,,34.11878410005011,34.129114700015634,35.251181600033306,35.11347059998661,35.11351519997697,35.251181600033306,35.251181600033306,35.251181600033306,39.12986800004728,39.12986800004728,39.12986800004728,39.26347690005787,40.12951990007423,40.12951990007423,40.12951990007423,40.262351499986835,40.262351499986835,41.13087470002938,right,0.4591578000690788,0.11254639993421733,,,,,,,,,,,,,,,,,,,,,,,,,,,,441803,001,1,2024-05-28_15h10.21.362,article1,2024.1.4,None,2024-05-28 15h10.30.463338 +0330,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.13130730006378,41.14604660007171,41.14604660007171,41.69682700000703,space,0.5349722999380901,None,,,,,,,,,,,,,,,,,,,,,441803,001,1,2024-05-28_15h10.21.362,article1,2024.1.4,None,2024-05-28 15h10.30.463338 +0330,
,,,,,,,,41.71210030000657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.69815379998181,41.71210030000657,42.81076540006325,42.69677819998469,42.69682070007548,42.81076540006325,42.81076540006325,42.81076540006325,65,46,46,46.69827940000687,46.69827940000687,46.69827940000687,46.813182300073095,47.71282290003728,47.71282290003728,47.71282290003728,47.812330699991435,47.812330699991435,,,,,,,,,
