learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,thisRow.t,notes,text.started,text1.started,text1_key_resp.started,text.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,fixation_learning.started,fixation1.started,fixation_learning.stopped,learning_complete.started,left_image.started,right_image.started,key_resp.started,reward_A2,reward_C,text_no_resp.started,text_no_resp.stopped,polygon.started,left_learning_reward.started,right_learning_reward.started,key_resp.stopped,polygon.stopped,left_learning_reward.stopped,right_learning_reward.stopped,left_image.stopped,right_image.stopped,learning_complete.stopped,key_resp.keys,fixation1.stopped,reward_A1,reward_B,participant,session,learning type,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.03528589999768883,0.0646325999405235,0.0646325999405235,2.765494199935347,space,2.694997000042349,None,,,,,,,,,,,,,,,,,,,,,,,,,,880449,001,1,2024-05-27_16h09.42.866,article1,2024.1.4,None,2024-05-27 16h09.49.445160 +0330,
0,0,0,0,2.788261799956672,,,,,,,,,2.7664148999610916,2.788261799956672,3.776991399936378,3.7770167000126094,3.895198700018227,3.895198700018227,3.895198700018227,37,49,3.895198700018227,4.908317500026897,7.7724019000306726,7.7724019000306726,7.7724019000306726,7.906032899976708,8.773173999972641,8.773173999972641,8.773173999972641,8.90553730004467,8.90553730004467,8.89407299994491,None,,,,880449,001,1,2024-05-27_16h09.42.866,article1,2024.1.4,None,2024-05-27 16h09.49.445160 +0330,
1,0,1,0,9.256386099965312,,,,,,,,,9.244441699935123,9.256386099965312,10.24414019996766,10.24416400003247,10.309752600034699,10.309752600034699,10.309752600034699,,,10.309752600034699,11.322823400027119,14.25554339995142,14.25554339995142,14.25554339995142,14.321983900037594,15.256078299949877,15.256078299949877,15.256078299949877,15.321807299973443,15.321807299973443,15.310225100023672,None,10.309752600034699,78,52,880449,001,1,2024-05-27_16h09.42.866,article1,2024.1.4,None,2024-05-27 16h09.49.445160 +0330,
,,,,15.672840400016867,,,,,,,,,15.657076500006951,15.672840400016867,16.65926380001474,16.65928929997608,16.740815500030294,16.740815500030294,16.740815500030294,74,55,16.740815500030294,,,,,,,,,,,,,,,,,,,,,,,,
