learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,thisRow.t,notes,text.started,text1.started,text1_key_resp.started,text.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,fixation_learning.started,fixation1.started,fixation1.stopped,fixation_learning.stopped,learning_complete.started,left_image.started,right_image.started,key_resp.started,right_polygon.started,left_polygon.started,learning_complete.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.002629700000397861,0.005895399954169989,0.005895399954169989,1.0734161000000313,space,1.050382100045681,None,,,,,,,,,,,,,,,274476,001,2024-05-26_22h38.45.661,article1,2024.1.4,None,2024-05-26 22h38.55.317692 +0330,
0,0,0,0,1.0829269998939708,,,,,,,,,1.0748433999251574,1.0829269998939708,2.2831193999154493,2.0687927999533713,2.0688240999588743,2.2831193999154493,2.2831193999154493,2.2831193999154493,2.2831193999154493,2.2831193999154493,6.144814500003122,None,,,274476,001,2024-05-26_22h38.45.661,article1,2024.1.4,None,2024-05-26 22h38.55.317692 +0330,
1,0,1,0,6.483125099912286,,,,,,,,,6.468614699901082,6.483125099912286,,7.082879599998705,7.082903799950145,7.184810300008394,7.184810300008394,7.184810300008394,7.184810300008394,7.184810300008394,7.601898799999617,right,0.38900030008517206,None,274476,001,2024-05-26_22h38.45.661,article1,2024.1.4,None,2024-05-26 22h38.55.317692 +0330,
2,0,2,0,7.932897599996068,,,,,,,,,7.917443099897355,7.932897599996068,8.999736899975687,8.917010299977846,8.917056399979629,8.999736899975687,8.999736899975687,8.999736899975687,8.999736899975687,8.999736899975687,9.142048799898475,right,0.11910769995301962,None,274476,001,2024-05-26_22h38.45.661,article1,2024.1.4,None,2024-05-26 22h38.55.317692 +0330,
3,0,3,0,9.48281620000489,,,,,,,,,9.467347399913706,9.48281620000489,10.548331199912354,10.46787769999355,10.467915799934417,10.548331199912354,10.548331199912354,10.548331199912354,10.548331199912354,10.548331199912354,12.656424699933268,right,2.057210400002077,None,274476,001,2024-05-26_22h38.45.661,article1,2024.1.4,None,2024-05-26 22h38.55.317692 +0330,
,,,,12.999517799937166,,,,,,,,,12.985327999922447,12.999517799937166,14.05962419998832,13.984394699917175,13.984447699971497,14.05962419998832,14.05962419998832,14.05962419998832,14.05962419998832,14.05962419998832,,,,,,,,,,,,
