learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,thisRow.t,notes,text.started,text1.started,text1_key_resp.started,text.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,fixation_learning.started,fixation1.started,fixation1.stopped,fixation_learning.stopped,learning_complete.started,left_image.started,right_image.started,learning_key_resp.started,left_image.stopped,right_image.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.021326599991880357,0.026248599984683096,0.026248599984683096,1.6150254000676796,space,1.5778387000318617,None,,,,,,,,,,,492342,001,2024-05-26_21h31.36.485,article1,2024.1.4,None,2024-05-26 21h31.50.131866 +0330,
,,,,1.6237386000575498,,,,,,,,,1.6178235000697896,1.6237386000575498,2.834552500047721,2.612614699988626,2.6126360000343993,2.834552500047721,2.834552500047721,2.834552500047721,6.995574800064787,6.995574800064787,,,,,,,,
