learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,thisRow.t,notes,text.started,text1.started,text1_key_resp.started,text.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,fixation_learning.started,fixation1.started,fixation1.stopped,fixation_learning.stopped,learning_complete.started,left_image.started,right_image.started,key_resp.started,reward_A1,reward_B,polygon.started,left_learning_reward.started,right_learning_reward.started,key_resp.stopped,polygon.stopped,left_learning_reward.stopped,right_learning_reward.stopped,left_image.stopped,right_image.stopped,text_no_resp.started,text_no_resp.stopped,learning_complete.stopped,key_resp.keys,reward_A2,reward_C,gain_reward,participant,session,learning type,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.024909400031901896,0.049371000030077994,0.049371000030077994,1.5215177000500262,space,1.4665049000177532,None,,,,,,,,,,,,,,,,,,,,,,,,,,,254239,001,1,2024-05-27_16h37.28.106,article1,2024.1.4,None,2024-05-27 16h37.32.763748 +0330,
0,0,0,0,1.5294292999897152,,,,,,,,,1.5223428000463173,1.5294292999897152,2.6193886999972165,2.5173743000486866,2.517402100027539,2.6193886999972165,2.6193886999972165,2.6193886999972165,82,73,6.529461500002071,6.529461500002071,6.529461500002071,6.629587600007653,7.530335300019942,7.530335300019942,7.530335300019942,7.630024500074796,7.630024500074796,8.528991400031373,9.528843500069343,9.519410200067796,None,,,,254239,001,1,2024-05-27_16h37.28.106,article1,2024.1.4,None,2024-05-27 16h37.32.763748 +0330,
,,,,9.880589400068857,,,,,,,,,9.867686300072819,9.880589400068857,10.932188300066628,10.865340400021523,10.865357300033793,10.932188300066628,10.932188300066628,10.932188300066628,,,14.87925160001032,14.87925160001032,14.87925160001032,14.946465200046077,15.880212699994445,15.880212699994445,15.880212699994445,15.946449900045991,15.946449900045991,,,,,73,34,34,,,,,,,,,
