learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,thisRow.t,notes,text.started,text1.started,text1_key_resp.started,text.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,fixation_learning.started,fixation1.started,fixation1.stopped,fixation_learning.stopped,learning_complete.started,left_image.started,right_image.started,key_resp.started,learning_complete.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.01549609994981438,0.01982699998188764,0.01982699998188764,0.43396509997546673,space,0.40450679999776185,None,,,,,,,,,,,,,997281,001,2024-05-26_23h22.45.131,article1,2024.1.4,None,2024-05-26 23h22.56.039495 +0330,
0,0,0,0,0.4417682000203058,,,,,,,,,0.4351617000065744,0.4417682000203058,1.5886674999492243,1.4257848999695852,1.4258135999552906,1.5886674999492243,1.5886674999492243,1.5886674999492243,1.9632990999380127,right,0.31345899996813387,None,997281,001,2024-05-26_23h22.45.131,article1,2024.1.4,None,2024-05-26 23h22.56.039495 +0330,
1,0,1,0,2.4083395999623463,,,,,,,,,2.3927447999594733,2.4083395999623463,3.472689099959098,3.3924219999462366,3.3924393999623135,3.472689099959098,3.472689099959098,3.472689099959098,4.270186599926092,left,0.7249486000509933,None,997281,001,2024-05-26_23h22.45.131,article1,2024.1.4,None,2024-05-26 23h22.56.039495 +0330,
2,0,2,0,4.608251699944958,,,,,,,,,4.5924074000213295,4.608251699944958,5.694635299965739,5.592359500005841,5.592386599979363,5.694635299965739,5.694635299965739,5.694635299965739,7.2668654000153765,left,1.537055000080727,None,997281,001,2024-05-26_23h22.45.131,article1,2024.1.4,None,2024-05-26 23h22.56.039495 +0330,
3,0,3,0,7.608232399914414,,,,,,,,,7.593692399910651,7.608232399914414,8.690930799930356,8.591979300021194,8.591996799921617,8.690930799930356,8.690930799930356,8.690930799930356,9.001964999944903,left,0.23387200001161546,None,997281,001,2024-05-26_23h22.45.131,article1,2024.1.4,None,2024-05-26 23h22.56.039495 +0330,
4,0,4,0,9.341481299954467,,,,,,,,,9.325854199938476,9.341481299954467,10.416575099923648,10.325443099951372,10.325467300019227,10.416575099923648,10.416575099923648,10.416575099923648,10.615244199987501,right,0.16476169996894896,None,997281,001,2024-05-26_23h22.45.131,article1,2024.1.4,None,2024-05-26 23h22.56.039495 +0330,
