learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,thisRow.t,notes,text.started,text1.started,text1_key_resp.started,text.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,fixation_learning.started,fixation1.started,fixation1.stopped,fixation_learning.stopped,learning_complete.started,left_image.started,right_image.started,key_resp.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.0191437000175938,0.02465519995894283,0.02465519995894283,0.5030548999784514,space,0.470321899978444,None,,,,,,,,,114396,001,2024-05-26_22h42.49.577,article1,2024.1.4,None,2024-05-26 22h42.59.348612 +0330,
,,,,0.5130452000303194,,,,,,,,,0.5042108000488952,0.5130452000303194,1.7195123999845237,1.4977729000383988,1.4978185000363737,1.7195123999845237,1.7195123999845237,1.7195123999845237,,,,,,,,
