learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,thisRow.t,notes,text.started,text1.started,text1_key_resp.started,text.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,fixation_learning.started,fixation1.started,fixation_learning.stopped,learning_complete.started,left_image.started,right_image.started,key_resp.started,reward_A2,reward_C,participant,session,learning type,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.04031239997129887,0.05827859998680651,0.05827859998680651,2.9621984000550583,space,2.8590193999698386,None,,,,,,,,,,886855,001,1,2024-05-27_14h28.12.900,article1,2024.1.4,None,2024-05-27 14h28.22.538542 +0330,
,,,,2.9861542000435293,,,,,,,,,2.9649066999554634,2.9861542000435293,3.9756697999546304,3.9756912000011653,,,,80,50,,,,,,,,,
