thisRow.t,notes,text.started,text1.started,text1_key_resp.started,participant,session,learning_type,date,expName,psychopyVersion,frameRate,expStart,
,,0.033081899979151785,0.0524333999492228,0.0524333999492228,,,,,,,,,
