learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,thisRow.t,notes,text.started,text1.started,text1_key_resp.started,text.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,fixation_learning.started,fixation1.started,fixation_learning.stopped,learning_complete.started,left_image.started,right_image.started,key_resp.started,reward_A1,reward_B,participant,session,learning type,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.02884239994455129,0.045617999974638224,0.045617999974638224,1.9068094999529421,space,1.824878599960357,None,,,,,,,,,,244283,001,1,2024-05-27_14h32.40.782,article1,2024.1.4,None,2024-05-27 14h32.50.783027 +0330,
,,,,1.9285007999278605,,,,,,,,,1.9092689999379218,1.9285007999278605,2.914170900010504,2.9141907999292016,,,,69,73,,,,,,,,,
