learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,transfer_trials.thisRepN,transfer_trials.thisTrialN,transfer_trials.thisN,transfer_trials.thisIndex,thisRow.t,notes,text_1.started,text1.started,text1_key_resp.started,text_1.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,fixation_learning.started,fixation1.started,fixation1.stopped,fixation_learning.stopped,main_learning.started,left_image.started,right_image.started,key_resp.started,reward_A1,reward_B,polygon.started,left_learning_reward.started,right_learning_reward.started,key_resp.stopped,polygon.stopped,left_learning_reward.stopped,right_learning_reward.stopped,left_image.stopped,right_image.stopped,text_no_resp.started,text_no_resp.stopped,main_learning.stopped,key_resp.keys,text_2.started,text2.started,text2_key_resp.started,text_2.stopped,text2_key_resp.keys,text2_key_resp.rt,text2_key_resp.duration,fixation_transfer.started,fixation2.started,fixation2.stopped,fixation_transfer.stopped,main_transfer.started,left_image_2.started,right_image_2.started,key_resp_2.started,polygon_2.started,left_image_2.stopped,right_image_2.stopped,key_resp_2.stopped,polygon_2.stopped,main_transfer.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,participant,session,learning type,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,0.02791629999410361,0.04422699997667223,0.04422699997667223,3.9595055000390857,space,3.899859099998139,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395918,001,1,2024-05-28_00h35.03.910,article1,2024.1.4,None,2024-05-28 00h35.09.884871 +0330,
0,0,0,0,,,,,3.9703104000072926,,,,,,,,,3.960153999971226,3.9703104000072926,5.061162400059402,4.957183500053361,4.957200000062585,5.061162400059402,5.061162400059402,5.061162400059402,64,64,8.970497600035742,8.970497600035742,8.970497600035742,9.070440100040287,9.971337100025266,9.971337100025266,9.971337100025266,10.071182199986652,10.071182199986652,10.970025000046007,11.969874100061134,11.959708100068383,None,,,,,,,,,,,,,,,,,,,,,,,,,395918,001,1,2024-05-28_00h35.03.910,article1,2024.1.4,None,2024-05-28 00h35.09.884871 +0330,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.307186100049876,12.320115100010298,12.320115100010298,13.808268300024793,space,1.4756102999672294,None,,,,,,,,,,,,,,,,,,395918,001,1,2024-05-28_00h35.03.910,article1,2024.1.4,None,2024-05-28 00h35.09.884871 +0330,
,,,,0,0,0,0,13.82002890005242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.808990900055505,13.82002890005242,14.874089800054207,14.808774700039066,14.808799399994314,14.874089800054207,14.874089800054207,14.874089800054207,16.354471700033173,16.37098990008235,16.37098990008235,16.37098990008235,17.352954000001773,17.340059100068174,right,1.453126800013706,None,395918,001,1,2024-05-28_00h35.03.910,article1,2024.1.4,None,2024-05-28 00h35.09.884871 +0330,
,,,,,,,,17.352954000001773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.340615599998273,17.352954000001773,,18.340564100071788,18.34058439999353,18.388774699997157,18.388774699997157,18.388774699997157,,,,,,,,,,,,,,,,,,
