learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,thisRow.t,notes,text.started,text1.started,text1_key_resp.started,text.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,fixation_learning.started,fixation1.started,fixation_learning.stopped,learning_complete.started,left_image.started,right_image.started,key_resp.started,reward_C,reward_A2,polygon.started,left_learning_reward.started,right_learning_reward.started,key_resp.stopped,polygon.stopped,left_learning_reward.stopped,right_learning_reward.stopped,left_image.stopped,right_image.stopped,text_no_resp.started,text_no_resp.stopped,learning_complete.stopped,key_resp.keys,reward_A1,reward_B,gain_reward,participant,session,learning type,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.0414638000074774,0.06823659990914166,0.06823659990914166,2.484612899948843,space,2.3970308999996632,None,,,,,,,,,,,,,,,,,,,,,,,,,,195443,001,1,2024-05-27_20h44.24.094,article1,2024.1.4,None,2024-05-27 20h44.37.727184 +0330,
0,0,0,0,2.524787599919364,,,,,,,,,2.4859018999850377,2.524787599919364,3.4962125999154523,3.496235099970363,3.6993045000126585,3.6993045000126585,3.6993045000126585,33,77,7.508376999991015,7.508376999991015,7.508376999991015,7.7412612999323756,8.508783799945377,8.508783799945377,8.508783799945377,8.708772199926898,8.708772199926898,9.524541400023736,10.540119500015862,10.517001600004733,None,,,,195443,001,1,2024-05-27_20h44.24.094,article1,2024.1.4,None,2024-05-27 20h44.37.727184 +0330,
,,,,10.891736699966714,,,,,,,,,10.881013499922119,10.891736699966714,11.880965000018477,11.880991199985147,11.996310699963942,11.996310699963942,11.996310699963942,,,15.907894199946895,15.907894199946895,15.907894199946895,16.00828269997146,16.90865160000976,16.90865160000976,16.90865160000976,17.00843049993273,17.00843049993273,,,,,44,49,49,,,,,,,,,
