learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,thisRow.t,notes,text.started,text1.started,text1_key_resp.started,text.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,fixation_learning.started,fixation1.started,fixation1.stopped,fixation_learning.stopped,learning_complete.started,left_image.started,right_image.started,learning_key_resp.started,left_image.stopped,right_image.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.033538299961946905,0.0524766999296844,0.0524766999296844,2.84357209992595,space,2.7836137999547645,None,,,,,,,,,,,563085,001,2024-05-26_21h27.17.548,article1,2024.1.4,None,2024-05-26 21h27.26.337414 +0330,
,,,,2.8575854999944568,,,,,,,,,2.844730999902822,2.8575854999944568,4.061187500017695,3.8412505999440327,3.8412766999099404,4.061187500017695,4.061187500017695,4.061187500017695,8.17251999990549,8.17251999990549,,,,,,,,
