learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,thisRow.t,notes,text.started,text1.started,text1_key_resp.started,text.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,fixation_learning.started,fixation1.started,fixation1.stopped,fixation_learning.stopped,learning_complete.started,left_image.started,right_image.started,learning_complete.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.025743999984115362,0.032730599981732666,0.032730599981732666,1.4333559999940917,space,1.3848109999671578,None,,,,,,,,,916513,001,2024-05-26_21h08.28.089,article1,2024.1.4,None,2024-05-26 21h08.36.513450 +0330,
0,0,0,0,1.444399300031364,,,,,,,,,1.4347718000644818,1.444399300031364,2.611973699997179,2.4284990000305697,2.4285394999897107,2.611973699997179,2.611973699997179,3.447388300090097,916513,001,2024-05-26_21h08.28.089,article1,2024.1.4,None,2024-05-26 21h08.36.513450 +0330,
1,0,1,0,3.7948681000852957,,,,,,,,,3.7785331000341102,3.7948681000852957,,4.444581600022502,4.444603300071321,4.531264999997802,4.531264999997802,5.436360300052911,916513,001,2024-05-26_21h08.28.089,article1,2024.1.4,None,2024-05-26 21h08.36.513450 +0330,
2,0,2,0,5.777767400024459,,,,,,,,,5.7619509000796825,5.777767400024459,,6.444460300030187,6.444514500093646,6.536285400041379,6.536285400041379,7.532287899986841,916513,001,2024-05-26_21h08.28.089,article1,2024.1.4,None,2024-05-26 21h08.36.513450 +0330,
3,0,3,0,7.877718699979596,,,,,,,,,7.861773999989964,7.877718699979596,,8.444434000062756,8.44444840005599,8.54070120002143,8.54070120002143,9.444874900043942,916513,001,2024-05-26_21h08.28.089,article1,2024.1.4,None,2024-05-26 21h08.36.513450 +0330,
4,0,4,0,9.944425599998794,,,,,,,,,9.928707399987616,9.944425599998794,,10.444444500026293,10.44446810008958,10.546615800005384,10.546615800005384,11.434685799991712,916513,001,2024-05-26_21h08.28.089,article1,2024.1.4,None,2024-05-26 21h08.36.513450 +0330,
