learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,thisRow.t,notes,text.started,text1.started,text1_key_resp.started,text.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,fixation_learning.started,fixation1.started,fixation_learning.stopped,learning_complete.started,left_image.started,right_image.started,key_resp.started,learning_complete.stopped,key_resp.keys,key_resp.rt,key_resp.duration,fixation1.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.02217489993199706,0.02660499990452081,0.02660499990452081,0.9209153999108821,space,0.8831613999791443,None,,,,,,,,,,,,,242849,001,2024-05-26_23h03.08.128,article1,2024.1.4,None,2024-05-26 23h03.17.895724 +0330,
0,0,0,0,0.9321554999332875,,,,,,,,,0.9220479999203235,0.9321554999332875,1.9310815999051556,1.9311559000052512,2.059988099965267,2.059988099965267,2.059988099965267,2.3352549999253824,left,0.2489925998961553,None,,242849,001,2024-05-26_23h03.08.128,article1,2024.1.4,None,2024-05-26 23h03.17.895724 +0330,
1,0,1,0,2.680376499891281,,,,,,,,,2.6665849999990314,2.680376499891281,3.665577399893664,3.6656201999867335,3.7604794999351725,3.7604794999351725,3.7604794999351725,3.9285588999046013,left,0.13580199994612485,None,3.7604794999351725,242849,001,2024-05-26_23h03.08.128,article1,2024.1.4,None,2024-05-26 23h03.17.895724 +0330,
2,0,2,0,4.264057799940929,,,,,,,,,4.248782499926165,4.264057799940929,5.249121699947864,5.249178299913183,5.344622999895364,5.344622999895364,5.344622999895364,5.802414099918678,right,0.39799510000739247,None,,242849,001,2024-05-26_23h03.08.128,article1,2024.1.4,None,2024-05-26 23h03.17.895724 +0330,
3,0,3,0,6.130268499953672,,,,,,,,,6.116114099975675,6.130268499953672,7.115293599897996,7.1153339999727905,7.255626099999063,7.255626099999063,7.255626099999063,7.529473999980837,right,0.18672250001691282,None,7.255626099999063,242849,001,2024-05-26_23h03.08.128,article1,2024.1.4,None,2024-05-26 23h03.17.895724 +0330,
4,0,4,0,7.864017299958505,,,,,,,,,7.849415199947543,7.864017299958505,8.848443800001405,8.848474300000817,8.954213699907996,8.954213699907996,8.954213699907996,9.375616399920546,left,0.4051110999425873,None,8.954213699907996,242849,001,2024-05-26_23h03.08.128,article1,2024.1.4,None,2024-05-26 23h03.17.895724 +0330,
