learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,thisRow.t,notes,text.started,text1.started,text1_key_resp.started,text.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,fixation_learning.started,fixation1.started,fixation1.stopped,fixation_learning.stopped,learning_complete.started,left_image.started,right_image.started,key_resp.started,reward_A2,reward_C,text_no_resp.started,text_no_resp.stopped,polygon.started,left_learning_reward.started,right_learning_reward.started,key_resp.stopped,polygon.stopped,left_learning_reward.stopped,right_learning_reward.stopped,left_image.stopped,right_image.stopped,learning_complete.stopped,key_resp.keys,reward_A1,reward_B,gain_reward,key_resp.rt,key_resp.duration,participant,session,learning type,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.040792400017380714,0.06614889996126294,0.06614889996126294,4.551267500035465,space,4.4743505999213085,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610674,001,2,2024-05-27_17h02.47.233,article1,2024.1.4,None,2024-05-27 17h02.53.353891 +0330,
0,0,0,0,4.560383399948478,,,,,,,,,4.551997600006871,4.560383399948478,5.629912200034596,5.548158299992792,5.548181099933572,5.629912200034596,5.629912200034596,5.629912200034596,80,53,5.629912200034596,6.6428836999693885,9.55968569999095,9.55968569999095,9.55968569999095,9.643173899967223,10.060070300009102,10.060070300009102,10.060070300009102,10.642697799950838,10.642697799950838,10.630914799985476,None,,,,,,610674,001,2,2024-05-27_17h02.47.233,article1,2024.1.4,None,2024-05-27 17h02.53.353891 +0330,
1,0,1,0,10.992767299991101,,,,,,,,,10.980289699975401,10.992767299991101,12.045042700017802,11.980618000030518,11.980646600015461,12.045042700017802,12.045042700017802,12.045042700017802,,,12.045042700017802,13.061000899993815,15.992887799977325,15.992887799977325,15.992887799977325,16.059888600022532,16.493008099962026,16.493008099962026,16.493008099962026,17.059430000022985,17.059430000022985,17.04787559993565,right,80,35,35,0.7346726000541821,0.09545729996170849,610674,001,2,2024-05-27_17h02.47.233,article1,2024.1.4,None,2024-05-27 17h02.53.353891 +0330,
2,0,2,0,17.409480300033465,,,,,,,,,17.396909500006586,17.409480300033465,18.462083799997345,18.397261600010097,18.397290399996564,18.462083799997345,18.462083799997345,18.462083799997345,61,54,18.462083799997345,19.476522799930535,22.409378599957563,22.409378599957563,22.409378599957563,22.476079399930313,22.909878500038758,22.909878500038758,22.909878500038758,23.475842299987562,23.475842299987562,23.464820399996825,left,,,61,2.6064440000336617,0.1193409999832511,610674,001,2,2024-05-27_17h02.47.233,article1,2024.1.4,None,2024-05-27 17h02.53.353891 +0330,
3,0,3,0,23.826462700031698,,,,,,,,,23.813478900003247,23.826462700031698,24.87939379992895,24.81339589995332,24.813416599994525,24.87939379992895,24.87939379992895,24.87939379992895,,,24.87939379992895,25.89261370000895,28.826565600000322,28.826565600000322,28.826565600000322,28.89266020001378,29.326204899931327,29.326204899931327,29.326204899931327,29.892374599934556,29.892374599934556,29.87961509998422,None,59,56,,,,610674,001,2,2024-05-27_17h02.47.233,article1,2024.1.4,None,2024-05-27 17h02.53.353891 +0330,
,,,,30.24232189997565,,,,,,,,,30.229823400033638,30.24232189997565,,31.229794499929994,31.22981399996206,31.3114580999827,31.3114580999827,31.3114580999827,,,31.3114580999827,32.325806500040926,,,,,,,,,,,,44,44,,,,,,,,,,,,
