learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,thisRow.t,notes,text.started,text1.started,text1_key_resp.started,text.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,fixation_learning.started,fixation1.started,fixation_learning.stopped,learning_complete.started,left_image.started,right_image.started,key_resp.started,learning_complete.stopped,key_resp.keys,key_resp.rt,key_resp.duration,fixation1.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.008155499934218824,0.036313400021754205,0.036313400021754205,2.72888900001999,space,2.675953199970536,None,,,,,,,,,,,,,562768,001,2024-05-26_23h12.21.333,article1,2024.1.4,None,2024-05-26 23h12.29.774052 +0330,
0,0,0,0,2.737788400030695,,,,,,,,,2.7323108999989927,2.737788400030695,3.734970199991949,3.7350058000301942,3.8603395000100136,3.8603395000100136,3.8603395000100136,5.259692199993879,left,1.3490306000458077,None,,562768,001,2024-05-26_23h12.21.333,article1,2024.1.4,None,2024-05-26 23h12.29.774052 +0330,
1,0,1,0,5.633061100030318,,,,,,,,,5.6185947000049055,5.633061100030318,6.617333599948324,6.617392199928872,6.722956900019199,6.722956900019199,6.722956900019199,7.01915760000702,left,0.24609759997110814,None,6.722956900019199,562768,001,2024-05-26_23h12.21.333,article1,2024.1.4,None,2024-05-26 23h12.29.774052 +0330,
2,0,2,0,7.3827871000394225,,,,,,,,,7.366985899978317,7.3827871000394225,8.3679254000308,8.367953900014982,8.47259150003083,8.47259150003083,8.47259150003083,8.77293139998801,left,0.2988270999630913,None,,562768,001,2024-05-26_23h12.21.333,article1,2024.1.4,None,2024-05-26 23h12.29.774052 +0330,
3,0,3,0,9.133052699966356,,,,,,,,,9.117764799972065,9.133052699966356,10.117388400016353,10.117426899960265,10.22439350001514,10.22439350001514,10.22439350001514,10.542130899964832,left,0.2750513000646606,None,10.22439350001514,562768,001,2024-05-26_23h12.21.333,article1,2024.1.4,None,2024-05-26 23h12.29.774052 +0330,
4,0,4,0,10.916239899932407,,,,,,,,,10.901578499935567,10.916239899932407,11.899622299941257,11.899646600009874,12.007881099940278,12.007881099940278,12.007881099940278,12.35704509995412,right,0.25397329998668283,None,12.007881099940278,562768,001,2024-05-26_23h12.21.333,article1,2024.1.4,None,2024-05-26 23h12.29.774052 +0330,
