learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,thisRow.t,notes,text.started,text1.started,text1_key_resp.started,text.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,fixation_learning.started,fixation1.started,fixation1.stopped,fixation_learning.stopped,learning_complete.started,left_image.started,right_image.started,key_resp.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.0026833999436348677,0.006875299965031445,0.006875299965031445,1.2770229999441653,space,1.2528655000496656,None,,,,,,,,,971305,001,2024-05-26_22h26.00.292,article1,2024.1.4,None,2024-05-26 22h26.09.561789 +0330,
,,,,1.287246499909088,,,,,,,,,1.2783704999601468,1.287246499909088,2.4942843000171706,2.271703799953684,2.2717449999181554,2.4942843000171706,2.4942843000171706,2.4942843000171706,,,,,,,,
