learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,transfer_trials.thisRepN,transfer_trials.thisTrialN,transfer_trials.thisN,transfer_trials.thisIndex,thisRow.t,notes,text_1.started,text1.started,text1_key_resp.started,text_1.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,fixation_learning.started,fixation1.started,fixation_learning.stopped,main_learning.started,left_image.started,right_image.started,key_resp.started,reward_A1,reward_B,polygon.started,left_learning_reward.started,right_learning_reward.started,key_resp.stopped,polygon.stopped,left_learning_reward.stopped,right_learning_reward.stopped,left_image.stopped,right_image.stopped,text_no_resp.started,text_no_resp.stopped,main_learning.stopped,key_resp.keys,text_2.started,text2.started,text2_key_resp.started,text_2.stopped,text2_key_resp.keys,text2_key_resp.rt,text2_key_resp.duration,fixation_transfer.started,fixation2.started,fixation2.stopped,fixation_transfer.stopped,main_transfer.started,left_image_2.started,right_image_2.started,key_resp_2.started,polygon_2.started,key_resp_2.stopped,polygon_2.stopped,participant,session,learning type,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,0.020750200026668608,0.0474466000450775,0.0474466000450775,1.5886743000010028,space,1.436094900011085,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502607,001,1,2024-05-27_23h54.28.865,article1,2024.1.4,None,2024-05-27 23h54.46.943571 +0330,
0,0,0,0,,,,,1.6120110000483692,,,,,,,,,1.5897866000887007,1.6120110000483692,2.598824599990621,2.598845300031826,2.7825809000059962,2.7825809000059962,2.7825809000059962,39,67,6.611251800088212,6.611251800088212,6.611251800088212,6.8116421001031995,7.61242530005984,7.61242530005984,7.61242530005984,7.795517300022766,7.795517300022766,8.611112300073728,9.626890400075354,9.60315790004097,None,,,,,,,,,,,,,,,,,,,502607,001,1,2024-05-27_23h54.28.865,article1,2024.1.4,None,2024-05-27 23h54.46.943571 +0330,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.965896300040185,9.978347700089216,9.978347700089216,11.017254700069316,space,1.0299487001029775,None,,,,,,,,,,,,502607,001,1,2024-05-27_23h54.28.865,article1,2024.1.4,None,2024-05-27 23h54.46.943571 +0330,
,,,,,,,,11.027826500008814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.01814950001426,11.027826500008814,12.133701600017957,12.016409700037912,12.01643130008597,12.133701600017957,12.133701600017957,12.133701600017957,14.329734300030395,14.346116200089455,15.328852000064217,,,,,,,,,
