thisRow.t,notes,text_0.started,text0.started,text0_key_resp.started,participant,session,learning type,date,expName,psychopyVersion,frameRate,expStart,
,,0.009341900004073977,0.024452499928884208,0.024452499928884208,,,,,,,,,
