learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,thisRow.t,notes,text.started,text1.started,text1_key_resp.started,text.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,fixation_learning.started,fixation1.started,fixation1.stopped,fixation_learning.stopped,learning_complete.started,left_image.started,right_image.started,key_resp.started,reward_A2,reward_C,polygon.started,left_learning_reward.started,right_learning_reward.started,key_resp.stopped,polygon.stopped,left_learning_reward.stopped,right_learning_reward.stopped,left_image.stopped,right_image.stopped,participant,session,learning type,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.03187079995404929,0.0613321999553591,0.0613321999553591,1.6952222000109032,space,1.6217378999572247,None,,,,,,,,,,,,,,,,,,,,631955,001,1,2024-05-27_16h16.44.192,article1,2024.1.4,None,2024-05-27 16h16.49.070517 +0330,
,,,,1.7034533999394625,,,,,,,,,1.696271299966611,1.7034533999394625,2.792414200026542,2.6905182000482455,2.6905390999745578,2.792414200026542,2.792414200026542,2.792414200026542,72,51,6.702785299974494,6.702785299974494,6.702785299974494,6.802945700008422,7.703078299993649,7.703078299993649,7.703078299993649,7.803509199991822,7.803509199991822,,,,,,,,,
