learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,transfer_trials.thisRepN,transfer_trials.thisTrialN,transfer_trials.thisN,transfer_trials.thisIndex,thisRow.t,notes,text_1.started,text1.started,text1_key_resp.started,text_1.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,fixation_learning.started,fixation1.started,fixation1.stopped,fixation_learning.stopped,main_learning.started,left_image.started,right_image.started,key_resp.started,reward_A2,reward_C,polygon.started,left_learning_reward.started,right_learning_reward.started,key_resp.stopped,polygon.stopped,left_learning_reward.stopped,right_learning_reward.stopped,left_image.stopped,right_image.stopped,text_no_resp.started,text_no_resp.stopped,main_learning.stopped,key_resp.keys,text_2.started,text2.started,text2_key_resp.started,text_2.stopped,text2_key_resp.keys,text2_key_resp.rt,text2_key_resp.duration,fixation_transfer.started,fixation2.started,fixation2.stopped,fixation_transfer.stopped,main_transfer.started,left_image_2.started,right_image_2.started,key_resp_2.started,polygon_2.started,left_image_2.stopped,right_image_2.stopped,key_resp_2.stopped,polygon_2.stopped,main_transfer.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,participant,session,learning type,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,0.026480000000447035,0.042900700005702674,0.042900700005702674,14.125624000094831,space,14.068760099937208,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301585,001,1,2024-05-28_00h36.01.001,article1,2024.1.4,None,2024-05-28 00h36.07.600016 +0330,
0,0,0,0,,,,,14.135277200024575,,,,,,,,,14.126370600075461,14.135277200024575,15.205771000008099,15.124075400060974,15.124097500112839,15.205771000008099,15.205771000008099,15.205771000008099,80,43,19.135775600094348,19.135775600094348,19.135775600094348,19.219404600095004,20.13654870004393,20.13654870004393,20.13654870004393,20.21989500010386,20.21989500010386,21.15204550011549,22.151448900112882,22.14139830006752,None,,,,,,,,,,,,,,,,,,,,,,,,,301585,001,1,2024-05-28_00h36.01.001,article1,2024.1.4,None,2024-05-28 00h36.07.600016 +0330,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.49001410009805,22.50288210005965,22.50288210005965,25.722369700088166,space,3.2111675000051036,None,,,,,,,,,,,,,,,,,,301585,001,1,2024-05-28_00h36.01.001,article1,2024.1.4,None,2024-05-28 00h36.07.600016 +0330,
,,,,0,0,0,0,25.735449600033462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.72299360006582,25.735449600033462,26.79022950003855,26.722673800075427,26.722695700009353,26.79022950003855,26.79022950003855,26.79022950003855,29.152509800042026,29.169116000062786,29.169116000062786,29.169116000062786,29.652144700055942,29.638184900046326,right,2.3432705000741407,None,301585,001,1,2024-05-28_00h36.01.001,article1,2024.1.4,None,2024-05-28 00h36.07.600016 +0330,
,,,,1,0,1,0,29.652144700055942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.63883600011468,29.652144700055942,,30.640401300042868,30.64042320009321,30.704653300112113,30.704653300112113,30.704653300112113,70.4686623000307,70.48538510000799,70.48538510000799,70.48538510000799,70.96808570006397,70.95558970002457,left,39.736000899923965,None,301585,001,1,2024-05-28_00h36.01.001,article1,2024.1.4,None,2024-05-28 00h36.07.600016 +0330,
,,,,2,0,2,0,70.96808570006397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.95607640000526,70.96808570006397,72.02010110008996,71.95562710007653,71.95564920001198,72.02010110008996,72.02010110008996,72.02010110008996,260.41516480001155,260.4314701000694,260.4314701000694,260.4314701000694,260.9154760000529,260.9013418001123,right,188.36666629998945,None,301585,001,1,2024-05-28_00h36.01.001,article1,2024.1.4,None,2024-05-28 00h36.07.600016 +0330,
,,,,,,,,260.9154760000529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.9019409000175,260.9154760000529,261.96703870000783,261.90155200008303,261.90157390001696,261.96703870000783,261.96703870000783,261.96703870000783,,,,,,,,,,,,,,,,,,
