learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,thisRow.t,notes,text.started,text1.started,text1_key_resp.started,text.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,fixation_learning.started,fixation1.started,fixation_learning.stopped,learning_complete.started,left_image.started,right_image.started,key_resp.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.008338599931448698,0.022844999912194908,0.022844999912194908,0.8461524999001995,space,0.8150176000781357,None,,,,,,,,765369,001,2024-05-27_01h14.38.339,article1,2024.1.4,None,2024-05-27 01h14.42.713183 +0330,
,,,,0.8576549999415874,,,,,,,,,0.8471498999278992,0.8576549999415874,1.856529299984686,1.8565590999787673,1.9734033999266103,1.9734033999266103,1.9734033999266103,,,,,,,,
