thisRow.t,notes,text.started,text1.started,text1.stopped,text1_key_resp.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.008875300060026348,0.018543399986810982,0.018543399986810982,0.018543399986810982,,,,,,,,
