learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,transfer_trials.thisRepN,transfer_trials.thisTrialN,transfer_trials.thisN,transfer_trials.thisIndex,thisRow.t,notes,text_1.started,text1.started,text1_key_resp.started,text_1.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,fixation_learning.started,fixation1.started,fixation_learning.stopped,main_learning.started,left_image.started,right_image.started,key_resp.started,reward_A1,reward_B,polygon.started,left_learning_reward.started,right_learning_reward.started,key_resp.stopped,polygon.stopped,left_learning_reward.stopped,right_learning_reward.stopped,left_image.stopped,right_image.stopped,text_no_resp.started,text_no_resp.stopped,main_learning.stopped,key_resp.keys,text_2.started,text2.started,text2_key_resp.started,text_2.stopped,text2_key_resp.keys,text2_key_resp.rt,text2_key_resp.duration,fixation_transfer.started,fixation2.started,fixation2.stopped,fixation_transfer.stopped,main_transfer.started,left_image_2.started,right_image_2.started,key_resp_2.started,polygon_2.started,left_image_2.stopped,right_image_2.stopped,polygon_2.stopped,participant,session,learning type,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,0.05283679999411106,0.08368280006106943,0.08368280006106943,2.4330111000454053,space,2.3314718999899924,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,809902,001,1,2024-05-27_23h05.24.312,article1,2024.1.4,None,2024-05-27 23h05.32.654538 +0330,
0,0,0,0,,,,,2.456369400024414,,,,,,,,,2.434104199986905,2.456369400024414,3.4455502000637352,3.4455705999862403,3.601382900029421,3.601382900029421,3.601382900029421,88,45,7.457806700025685,7.457806700025685,7.457806700025685,7.607891199993901,8.458874000003561,8.458874000003561,8.458874000003561,8.608721500029787,8.608721500029787,9.456763900001533,10.473609899985604,10.452011300018057,None,,,,,,,,,,,,,,,,,,,,809902,001,1,2024-05-27_23h05.24.312,article1,2024.1.4,None,2024-05-27 23h05.32.654538 +0330,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.813442799961194,10.824913599994034,10.824913599994034,12.164868899970315,space,1.3364840999711305,None,,,,,,,,,,,,,809902,001,1,2024-05-27_23h05.24.312,article1,2024.1.4,None,2024-05-27 23h05.32.654538 +0330,
,,,,,,,,12.174456499982625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.165821000002325,12.174456499982625,13.320047899964266,13.16328960005194,13.163319700048305,13.320047899964266,13.320047899964266,13.320047899964266,17.174833900062367,17.324839900014922,17.324839900014922,18.17536930006463,,,,,,,,,
