thisRow.t,notes,text_0.started,text0.started,text0_key_resp.started,participant,session,learning type,date,expName,psychopyVersion,frameRate,expStart,
,,0.005042599979788065,0.010464500053785741,0.010464500053785741,,,,,,,,,
