learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,thisRow.t,notes,text.started,text1.started,text1_key_resp.started,text.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,fixation_learning.started,fixation1.started,fixation1.stopped,fixation_learning.stopped,learning_complete.started,left_image.started,right_image.started,key_resp.started,polygon.started,key_resp.stopped,polygon.stopped,learning_complete.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.006569799967110157,0.023686599917709827,0.023686599917709827,5.294743899954483,space,5.253378500114195,None,,,,,,,,,,,,,,,,260902,001,2024-05-26_23h58.20.107,article1,2024.1.4,None,2024-05-26 23h58.30.296142 +0330,
0,0,0,0,5.306848699925467,,,,,,,,,5.295259499922395,5.306848699925467,6.38443490001373,6.292201399919577,6.292219299939461,6.38443490001373,6.38443490001373,6.38443490001373,10.307421199977398,10.390698499977589,11.307129799970426,11.307513999985531,None,,,260902,001,2024-05-26_23h58.20.107,article1,2024.1.4,None,2024-05-26 23h58.30.296142 +0330,
1,0,1,0,11.739905099966563,,,,,,,,,11.72417800000403,11.739905099966563,,12.30644770001527,12.306460099993274,12.376074899919331,12.376074899919331,12.376074899919331,16.30794520000927,16.392241699970327,,17.308210599934682,None,,,260902,001,2024-05-26_23h58.20.107,article1,2024.1.4,None,2024-05-26 23h58.30.296142 +0330,
2,0,2,0,17.708416100009345,,,,,,,,,17.692811099928804,17.708416100009345,,18.307715600007214,18.307738999952562,18.36678249994293,18.36678249994293,18.36678249994293,22.307366899913177,22.37395049992483,23.307710899971426,23.30792880000081,left,2.1135934999911115,0.1181557000381872,260902,001,2024-05-26_23h58.20.107,article1,2024.1.4,None,2024-05-26 23h58.30.296142 +0330,
3,0,3,0,23.69104810000863,,,,,,,,,23.675455799908377,23.69104810000863,,24.307004599948414,24.307021799962968,24.370747199980542,24.370747199980542,24.370747199980542,28.306191099924035,28.374444299959578,29.306558099924587,29.306790599948727,right,5.979602699982934,0.14643229998182505,260902,001,2024-05-26_23h58.20.107,article1,2024.1.4,None,2024-05-26 23h58.30.296142 +0330,
4,0,4,0,29.674080399912782,,,,,,,,,29.657150399987586,29.674080399912782,,30.307998599950224,30.308018899988383,30.372733099968173,30.372733099968173,30.372733099968173,34.30712459993083,34.37324859993532,35.305662799975835,35.30614769994281,None,,,260902,001,2024-05-26_23h58.20.107,article1,2024.1.4,None,2024-05-26 23h58.30.296142 +0330,
