learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,thisRow.t,notes,text.started,text1.started,text1_key_resp.started,text.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,fixation_learning.started,fixation1.started,fixation1.stopped,fixation_learning.stopped,learning_complete.started,left_image.started,right_image.started,learning_complete.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.028726099990308285,0.0379263999639079,0.0379263999639079,0.9421342000132427,space,0.8862140000564978,None,,,,,,,,,954463,001,2024-05-26_21h04.54.554,article1,2024.1.4,None,2024-05-26 21h05.05.799258 +0330,
0,0,0,0,0.9487092000199482,,,,,,,,,0.9432295999722555,0.9487092000199482,2.2505284999497235,1.9350742999231443,1.9351053999271244,2.2505284999497235,2.2505284999497235,2.950228299945593,954463,001,2024-05-26_21h04.54.554,article1,2024.1.4,None,2024-05-26 21h05.05.799258 +0330,
1,0,1,0,7.9709129999391735,,,,,,,,,7.887516799964942,,,7.887569600017741,7.887578199966811,,,7.887896199943498,954463,001,2024-05-26_21h04.54.554,article1,2024.1.4,None,2024-05-26 21h05.05.799258 +0330,
2,0,2,0,11.339049799949862,,,,,,,,,11.323796199983917,,,11.323909299913794,11.32392729993444,,,11.324744599987753,954463,001,2024-05-26_21h04.54.554,article1,2024.1.4,None,2024-05-26 21h05.05.799258 +0330,
3,0,3,0,12.390858899918385,,,,,,,,,12.373589799972251,,,12.373689999920316,12.37370719993487,,,12.374593599932268,954463,001,2024-05-26_21h04.54.554,article1,2024.1.4,None,2024-05-26 21h05.05.799258 +0330,
4,0,4,0,13.222828199970536,,,,,,,,,13.20760700001847,,,13.207707999972627,13.207724999985658,,,13.208552399999462,954463,001,2024-05-26_21h04.54.554,article1,2024.1.4,None,2024-05-26 21h05.05.799258 +0330,
