thisRow.t,notes,text.started,text1.started,text1_key_resp.started,text.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,learning_complete.started,fixation1.started,fixation1.stopped,learning_complete.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.010155200026929379,0.02349980000872165,0.02349980000872165,22.808414399973117,space,22.774059899966232,None,,,,,724120,001,2024-05-26_20h26.04.521,article1,2024.1.4,None,2024-05-26 20h26.10.316645 +0330,
,,,,,,,,,22.808469699928537,22.823677200009115,23.823070699931122,23.808199899969622,724120,001,2024-05-26_20h26.04.521,article1,2024.1.4,None,2024-05-26 20h26.10.316645 +0330,
