thisRow.t,notes,trial.started,text.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.0033742999949026853,0.010934899997664616,1.0071249999891734,753915,001,2024-05-21_16h59.21.265,article1,2024.1.4,None,2024-05-21 16h59.28.700685 +0330,
