learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,thisRow.t,notes,text.started,text1.started,text1_key_resp.started,text.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,fixation_learning.started,fixation1.started,fixation1.stopped,fixation_learning.stopped,learning_complete.started,reward_A1,reward_B,left_image.started,right_image.started,key_resp.started,polygon.started,left_learning_reward.started,right_learning_reward.started,key_resp.stopped,learning_complete.stopped,key_resp.keys,key_resp.rt,key_resp.duration,reward_A2,reward_C,polygon.stopped,left_learning_reward.stopped,right_learning_reward.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.007285299943760037,0.011985499993897974,0.011985499993897974,0.5192194998962805,space,0.49413499992806464,None,,,,,,,,,,,,,,,,,,,,,,,,356374,001,2024-05-27_11h35.37.675,article1,2024.1.4,None,2024-05-27 11h35.41.914517 +0330,
0,0,0,0,0.5311000999063253,,,,,,,,,0.5205643998924643,0.5311000999063253,1.611746299895458,1.5153637999901548,1.515377499978058,72,75,1.611746299895458,1.611746299895458,1.611746299895458,5.53215999994427,5.53215999994427,5.53215999994427,5.615227299975231,6.519856599974446,right,0.6372145999921486,0.16797950002364814,,,,,,356374,001,2024-05-27_11h35.37.675,article1,2024.1.4,None,2024-05-27 11h35.41.914517 +0330,
1,0,1,0,6.885837499983609,,,,,,,,,6.870998999918811,6.885837499983609,,7.5205844999291,7.520607699989341,,,7.617945799953304,7.617945799953304,7.617945799953304,11.520033699925989,11.520033699925989,11.520033699925989,11.619507699972019,12.519867099937983,None,,,76,31,12.519483199925162,12.519483199925162,12.519483199925162,356374,001,2024-05-27_11h35.37.675,article1,2024.1.4,None,2024-05-27 11h35.41.914517 +0330,
2,0,2,0,12.886446099961177,,,,,,,,,12.871448999969289,12.886446099961177,,13.520247499924153,13.520269199972972,,,13.595113899908029,13.595113899908029,13.595113899908029,17.51904729998205,17.51904729998205,17.51904729998205,17.60284949990455,18.519941599923186,None,,,65,55,18.519740999909118,18.519740999909118,18.519740999909118,356374,001,2024-05-27_11h35.37.675,article1,2024.1.4,None,2024-05-27 11h35.41.914517 +0330,
,,,,18.88677929993719,,,,,,,,,18.871754099964164,18.88677929993719,,19.52116069989279,19.521190400002524,52,70,19.5989878999535,19.5989878999535,19.5989878999535,,,,,,,,,,,,,,,,,,,,,
