learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,thisRow.t,notes,text.started,text1.started,text1_key_resp.started,text.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,fixation_learning.started,fixation1.started,fixation1.stopped,fixation_learning.stopped,learning_complete.started,left_image.started,right_image.started,key_resp.started,learning_complete.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.011122300056740642,0.018458500038832426,0.018458500038832426,1.8269293999765068,space,1.7975987000390887,None,,,,,,,,,,,,,454536,001,2024-05-26_22h27.18.185,article1,2024.1.4,None,2024-05-26 22h27.26.149945 +0330,
0,0,0,0,1.8389982000226155,,,,,,,,,1.8280397000489756,1.8389982000226155,3.000054500065744,2.8225091999629512,2.822541299974546,3.000054500065744,3.000054500065744,3.000054500065744,3.6140154000604525,right,0.6092745000496507,None,454536,001,2024-05-26_22h27.18.185,article1,2024.1.4,None,2024-05-26 22h27.26.149945 +0330,
1,0,1,0,3.9548924000700936,,,,,,,,,3.940135500044562,3.9548924000700936,5.021765000070445,4.938953000004403,4.938976500066929,5.021765000070445,5.021765000070445,5.021765000070445,8.327167500043288,right,3.2906095000216737,None,454536,001,2024-05-26_22h27.18.185,article1,2024.1.4,None,2024-05-26 22h27.26.149945 +0330,
2,0,2,0,8.67140760004986,,,,,,,,,8.655826800037175,8.67140760004986,9.818481700029224,9.65560389996972,9.655632500071079,9.818481700029224,9.818481700029224,9.818481700029224,13.747353499988094,None,,,454536,001,2024-05-26_22h27.18.185,article1,2024.1.4,None,2024-05-26 22h27.26.149945 +0330,
3,0,3,0,14.111881299992092,,,,,,,,,14.097262999974191,14.111881299992092,,14.662898399983533,14.662932600011118,14.78409269999247,14.78409269999247,14.78409269999247,17.65893330005929,right,2.8274172000819817,None,454536,001,2024-05-26_22h27.18.185,article1,2024.1.4,None,2024-05-26 22h27.26.149945 +0330,
4,0,4,0,18.004951799986884,,,,,,,,,17.989974800031632,18.004951799986884,19.069853900000453,18.9897498000646,18.98979370004963,19.069853900000453,19.069853900000453,19.069853900000453,19.738614100031555,right,0.6335050000343472,None,454536,001,2024-05-26_22h27.18.185,article1,2024.1.4,None,2024-05-26 22h27.26.149945 +0330,
