learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,thisRow.t,notes,text.started,text1.started,text1_key_resp.started,text.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,fixation_learning.started,fixation1.started,fixation1.stopped,fixation_learning.stopped,learning_complete.started,left_image.started,right_image.started,key_resp.started,learning_complete.stopped,key_resp.keys,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.014307199977338314,0.018597500049509108,0.018597500049509108,0.4178356999764219,space,0.38440360000822693,None,,,,,,,,,,,392336,001,2024-05-26_22h16.35.076,article1,2024.1.4,None,2024-05-26 22h16.43.542179 +0330,
0,0,0,0,0.42830899998079985,,,,,,,,,0.4189925000537187,0.42830899998079985,1.5555720999836922,1.4121649999869987,1.4121913999551907,1.5555720999836922,1.5555720999836922,1.5555720999836922,5.4903623999562114,None,392336,001,2024-05-26_22h16.35.076,article1,2024.1.4,None,2024-05-26 22h16.43.542179 +0330,
1,0,1,0,5.828115200041793,,,,,,,,,5.812778500025161,5.828115200041793,,6.428130400017835,6.42815110005904,6.526226600049995,6.526226600049995,6.526226600049995,10.472776300041005,None,392336,001,2024-05-26_22h16.35.076,article1,2024.1.4,None,2024-05-26 22h16.43.542179 +0330,
,,,,11.732105000060983,,,,,,,,,11.613106400007382,,,11.61325960000977,11.613281300058588,11.732105000060983,11.732105000060983,11.732105000060983,,,,,,,,,,
