learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,thisRow.t,notes,text.started,text1.started,text1_key_resp.started,text.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,fixation_learning.started,fixation1.started,fixation1.stopped,fixation_learning.stopped,learning_complete.started,left_image.started,right_image.started,key_resp.started,polygon.started,key_resp.stopped,polygon.stopped,learning_complete.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.017547500086948276,0.025838200002908707,0.025838200002908707,0.4004926000488922,space,0.36284970003180206,None,,,,,,,,,,,,,,,,507350,001,2024-05-26_23h42.17.857,article1,2024.1.4,None,2024-05-26 23h42.27.167968 +0330,
0,0,0,0,0.4103366000344977,,,,,,,,,0.40179790009278804,0.4103366000344977,1.6309428000822663,1.3940638999920338,1.394087600056082,1.6309428000822663,1.6309428000822663,1.6309428000822663,5.411492999992333,5.6444171000039205,6.410922200069763,6.4111549000954255,left,1.573128999909386,0.08785760006867349,507350,001,2024-05-26_23h42.17.857,article1,2024.1.4,None,2024-05-26 23h42.27.167968 +0330,
1,0,1,0,6.7765686000930145,,,,,,,,,6.76133850007318,6.7765686000930145,,7.410089600016363,7.410111500066705,7.5123934000730515,7.5123934000730515,7.5123934000730515,11.542654899996705,11.542654899996705,,12.40335480007343,left,2.2709820000454783,0.0772139000473544,507350,001,2024-05-26_23h42.17.857,article1,2024.1.4,None,2024-05-26 23h42.27.167968 +0330,
,,,,12.817055999999866,,,,,,,,,12.802813300048001,12.817055999999866,,13.40135649999138,13.401383200078271,13.518768400070257,13.518768400070257,13.518768400070257,,,,,,,,,,,,,,,
