learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,thisRow.t,notes,text.started,text1.started,text1_key_resp.started,text.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,fixation_learning.started,fixation1.started,fixation_learning.stopped,learning_complete.started,left_image.started,right_image.started,key_resp.started,reward_A2,reward_C,participant,session,learning type,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.031174100004136562,0.04768070008140057,0.04768070008140057,8.564251900068484,space,8.512424199958332,None,,,,,,,,,,251302,001,1,2024-05-27_15h52.11.777,article1,2024.1.4,None,2024-05-27 15h52.16.861824 +0330,
,,,,8.587806400028057,,,,,,,,,8.565157000091858,8.587806400028057,9.57516210002359,9.575182000058703,,,,61,33,,,,,,,,,
