learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,thisRow.t,notes,text.started,text1.started,text1_key_resp.started,text.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,fixation_learning.started,fixation1.started,fixation1.stopped,fixation_learning.stopped,learning_complete.started,left_image.started,right_image.started,key_resp.started,reward_A2,reward_C,polygon.started,left_learning_reward.started,right_learning_reward.started,key_resp.stopped,learning_complete.stopped,key_resp.keys,polygon.stopped,left_learning_reward.stopped,right_learning_reward.stopped,reward_A1,reward_B,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.0054314000299200416,0.012782300007529557,0.012782300007529557,1.078139099990949,space,1.04747580003459,None,,,,,,,,,,,,,,,,,,,,,,940783,001,2024-05-27_11h53.19.813,article1,2024.1.4,None,2024-05-27 11h53.24.856949 +0330,
0,0,0,0,1.0900625999784097,,,,,,,,,1.0792397999903187,1.0900625999784097,2.164891100022942,2.073882699944079,2.073898799950257,2.164891100022942,2.164891100022942,2.164891100022942,58,39,6.0908873999724165,6.0908873999724165,6.0908873999724165,6.283999499981292,7.078538800007664,None,,,,,,940783,001,2024-05-27_11h53.19.813,article1,2024.1.4,None,2024-05-27 11h53.24.856949 +0330,
1,0,1,0,7.444249199936166,,,,,,,,,7.429632499930449,7.444249199936166,,8.079165500006638,8.07918709993828,8.167051599943079,8.167051599943079,8.167051599943079,46,32,12.077507199952379,12.077507199952379,12.077507199952379,12.17765359999612,13.078391799936071,None,13.078077799989842,13.078077799989842,13.078077799989842,,,940783,001,2024-05-27_11h53.19.813,article1,2024.1.4,None,2024-05-27 11h53.24.856949 +0330,
2,0,2,0,13.44486920000054,,,,,,,,,13.428163099917583,13.44486920000054,,14.095683599938639,14.095724900020286,14.161228299955837,14.161228299955837,14.161228299955837,,,18.077976100030355,18.077976100030355,18.077976100030355,18.16099739994388,19.078310000011697,None,19.078101599938236,19.078101599938236,19.078101599938236,74,45,940783,001,2024-05-27_11h53.19.813,article1,2024.1.4,None,2024-05-27 11h53.24.856949 +0330,
,,,,19.444543899968266,,,,,,,,,19.428336399956606,19.444543899968266,,,,,,,,,,,,,,,,,,,,,,,,,,,
