learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,thisRow.t,notes,text.started,text1.started,text1_key_resp.started,text.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,fixation_learning.started,fixation1.started,fixation1.stopped,fixation_learning.stopped,learning_complete.started,left_image.started,right_image.started,key_resp.started,polygon.started,left_learning_reward.started,right_learning_reward.started,key_resp.stopped,polygon.stopped,left_learning_reward.stopped,right_learning_reward.stopped,learning_complete.stopped,key_resp.keys,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.014921499998308718,0.017929600086063147,0.017929600086063147,0.6476377000799403,space,0.623818299965933,None,,,,,,,,,,,,,,,,,,194424,001,2024-05-27_01h29.40.457,article1,2024.1.4,None,2024-05-27 01h29.44.980433 +0330,
0,0,0,0,0.6578697999939322,,,,,,,,,0.6492289000889286,0.6578697999939322,1.7323607000289485,1.6416400000452995,1.6416536000324413,1.7323607000289485,1.7323607000289485,1.7323607000289485,5.658141800086014,5.658141800086014,5.658141800086014,5.8099108000751585,6.663023800007068,6.663023800007068,6.663023800007068,6.663189000100829,None,194424,001,2024-05-27_01h29.40.457,article1,2024.1.4,None,2024-05-27 01h29.44.980433 +0330,
1,0,1,0,7.030757400090806,,,,,,,,,7.015353400027379,7.030757400090806,,7.664259000099264,7.664303000085056,7.769396500079893,7.769396500079893,7.769396500079893,11.646851300029084,11.646851300029084,11.646851300029084,11.779865900054574,12.646586299990304,12.646586299990304,12.646586299990304,12.66301670006942,None,194424,001,2024-05-27_01h29.40.457,article1,2024.1.4,None,2024-05-27 01h29.44.980433 +0330,
2,0,2,0,13.03062360000331,,,,,,,,,13.015341800055467,13.03062360000331,,13.64789020002354,13.647910800063983,13.716990099987015,13.716990099987015,13.716990099987015,17.65111810003873,17.65111810003873,17.65111810003873,17.729415900073946,18.662901300005615,18.662901300005615,18.662901300005615,18.663039900013246,None,194424,001,2024-05-27_01h29.40.457,article1,2024.1.4,None,2024-05-27 01h29.44.980433 +0330,
3,0,3,0,19.02987990004476,,,,,,,,,19.014220700017177,19.02987990004476,,19.66330580005888,19.663324700086378,19.72122579999268,19.72122579999268,19.72122579999268,23.648192599997856,23.648192599997856,23.648192599997856,23.729532000026666,24.64748080004938,24.64748080004938,24.64748080004938,24.64788960001897,None,194424,001,2024-05-27_01h29.40.457,article1,2024.1.4,None,2024-05-27 01h29.44.980433 +0330,
4,0,4,0,25.01459340006113,,,,,,,,,24.99762090004515,25.01459340006113,,25.66374230000656,25.663768400088884,25.721916100010276,25.721916100010276,25.721916100010276,29.648005000082776,29.648005000082776,29.648005000082776,29.72942280001007,30.662497400073335,30.662497400073335,30.662497400073335,30.662685099989176,None,194424,001,2024-05-27_01h29.40.457,article1,2024.1.4,None,2024-05-27 01h29.44.980433 +0330,
,,,,31.27368410001509,,,,,,,,,31.25765330006834,31.27368410001509,,,,,,,,,,,,,,,,,,,,,,,
