learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,thisRow.t,notes,text.started,text1.started,text1_key_resp.started,text.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,fixation_learning.started,fixation1.started,fixation1.stopped,fixation_learning.stopped,learning_complete.started,left_image.started,right_image.started,key_resp.started,polygon.started,key_resp.stopped,polygon.stopped,learning_complete.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.0071674000937491655,0.02367920009419322,0.02367920009419322,1.6095470000291243,space,1.5712911000009626,None,,,,,,,,,,,,,,,,779786,001,2024-05-26_23h54.57.586,article1,2024.1.4,None,2024-05-26 23h55.02.317750 +0330,
0,0,0,0,1.6241537000751123,,,,,,,,,1.610087100067176,1.6241537000751123,2.6901367000536993,2.6080688000656664,2.608087700093165,2.6901367000536993,2.6901367000536993,2.6901367000536993,6.623024300090037,6.692351400037296,7.6230239000869915,7.623149999999441,right,0.42106319998856634,0.11671089997980744,779786,001,2024-05-26_23h54.57.586,article1,2024.1.4,None,2024-05-26 23h55.02.317750 +0330,
1,0,1,0,7.991629400057718,,,,,,,,,7.976880600093864,7.991629400057718,,8.628580300020985,8.628644100041129,8.700556499999948,8.700556499999948,8.700556499999948,12.60977990005631,12.708708200021647,13.624885700060986,13.625551700009964,None,,,779786,001,2024-05-26_23h54.57.586,article1,2024.1.4,None,2024-05-26 23h55.02.317750 +0330,
2,0,2,0,14.26016940001864,,,,,,,,,14.243655400001444,14.26016940001864,,14.625077300006524,14.62509610003326,14.70434729999397,14.70434729999397,14.70434729999397,18.624791700043716,18.707906000083312,,19.61004220007453,right,3.2261585999513045,0.07651489996351302,779786,001,2024-05-26_23h54.57.586,article1,2024.1.4,None,2024-05-26 23h55.02.317750 +0330,
3,0,3,0,19.973872700007632,,,,,,,,,19.956652700086124,19.973872700007632,,20.62400950002484,20.624024900025688,20.676459600101225,20.676459600101225,20.676459600101225,24.623755800072104,24.69042460003402,25.62409540009685,25.62424880010076,left,0.402408100082539,0.09274440002627671,779786,001,2024-05-26_23h54.57.586,article1,2024.1.4,None,2024-05-26 23h55.02.317750 +0330,
,,,,25.989487300044857,,,,,,,,,25.976045200019144,25.989487300044857,,26.62420740001835,26.624233500100672,26.676793300081044,26.676793300081044,26.676793300081044,,,,,,,,,,,,,,,
