learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,thisRow.t,notes,text.started,text1.started,text1_key_resp.started,text.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,fixation_learning.started,fixation1.started,fixation1.stopped,fixation_learning.stopped,learning_complete.started,left_image.started,right_image.started,key_resp.started,polygon.started,left_learning_reward.started,right_learning_reward.started,key_resp.stopped,left_learning_reward.stopped,right_learning_reward.stopped,learning_complete.stopped,key_resp.keys,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.025843200040981174,0.02977699995972216,0.02977699995972216,0.9683013999601826,space,0.9236977999098599,None,,,,,,,,,,,,,,,,,486762,001,2024-05-27_01h23.16.638,article1,2024.1.4,None,2024-05-27 01h23.22.110227 +0330,
0,0,0,0,0.9802313999971375,,,,,,,,,0.9693688000552356,0.9802313999971375,2.0610777999972925,1.9638373999623582,1.9638493000529706,2.0610777999972925,2.0610777999972925,2.0610777999972925,5.981138800038025,5.981138800038025,5.981138800038025,6.166101700044237,6.984842599951662,6.984842599951662,6.985162400058471,None,486762,001,2024-05-27_01h23.16.638,article1,2024.1.4,None,2024-05-27 01h23.22.110227 +0330,
1,0,1,0,7.353213499998674,,,,,,,,,7.336569000035524,7.353213499998674,,7.970455100061372,7.970484400051646,8.056382299982943,8.056382299982943,8.056382299982943,11.967712700017728,11.967712700017728,11.967712700017728,12.070209400029853,12.968327300040983,12.968327300040983,12.968504899996333,None,486762,001,2024-05-27_01h23.16.638,article1,2024.1.4,None,2024-05-27 01h23.22.110227 +0330,
2,0,2,0,13.334013500018045,,,,,,,,,13.319933800026774,13.334013500018045,,13.970045299967751,13.970068800030276,14.05003929999657,14.05003929999657,14.05003929999657,17.967612499953248,17.967612499953248,17.967612499953248,18.05176169995684,18.96810020005796,18.96810020005796,18.98625209997408,None,486762,001,2024-05-27_01h23.16.638,article1,2024.1.4,None,2024-05-27 01h23.22.110227 +0330,
3,0,3,0,19.35270439996384,,,,,,,,,19.33625579997897,19.35270439996384,,19.96894140006043,19.96896219998598,20.03331920003984,20.03331920003984,20.03331920003984,23.969095299951732,23.969095299951732,23.969095299951732,24.034605200053193,24.968611699994653,24.968611699994653,24.96878969995305,None,486762,001,2024-05-27_01h23.16.638,article1,2024.1.4,None,2024-05-27 01h23.22.110227 +0330,
4,0,4,0,25.334836499998346,,,,,,,,,25.319120700005442,25.334836499998346,,25.969901000033133,25.969922499964014,26.030217800056562,26.030217800056562,26.030217800056562,29.967883400036953,29.967883400036953,29.967883400036953,30.035308200051077,30.967602099990472,30.967602099990472,30.984759200015105,None,486762,001,2024-05-27_01h23.16.638,article1,2024.1.4,None,2024-05-27 01h23.22.110227 +0330,
5,0,5,0,31.351311299949884,,,,,,,,,31.335127500002272,31.351311299949884,,31.98581370001193,31.98583649995271,32.040271000005305,32.040271000005305,32.040271000005305,35.96894259995315,35.96894259995315,35.96894259995315,36.05115960002877,36.96901010000147,36.96901010000147,36.96918300003745,None,486762,001,2024-05-27_01h23.16.638,article1,2024.1.4,None,2024-05-27 01h23.22.110227 +0330,
6,0,6,0,37.33716969995294,,,,,,,,,37.320464899996296,37.33716969995294,,37.968568900018,37.96858950005844,38.04946290003136,38.04946290003136,38.04946290003136,41.96765350003261,41.96765350003261,41.96765350003261,42.05130010005087,42.96724050003104,42.96724050003104,42.98481040005572,None,486762,001,2024-05-27_01h23.16.638,article1,2024.1.4,None,2024-05-27 01h23.22.110227 +0330,
,,,,43.35003750002943,,,,,,,,,43.33802510006353,43.35003750002943,,43.96852230001241,43.96858179999981,44.03512310003862,44.03512310003862,44.03512310003862,,,,,,,,,,,,,,,,
