learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,thisRow.t,notes,text.started,text1.started,text1_key_resp.started,text.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,fixation_learning.started,fixation1.started,fixation_learning.stopped,learning_complete.started,left_image.started,right_image.started,key_resp.started,reward_A1,reward_B,polygon.started,left_learning_reward.started,right_learning_reward.started,key_resp.stopped,text_no_resp.started,polygon.stopped,left_learning_reward.stopped,right_learning_reward.stopped,left_image.stopped,right_image.stopped,text_no_resp.stopped,learning_complete.stopped,key_resp.keys,gain_reward,key_resp.rt,key_resp.duration,participant,session,learning type,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.035534200025722384,0.06420959997922182,0.06420959997922182,3.5089489000383765,space,3.4372181999497116,None,,,,,,,,,,,,,,,,,,,,,,,,,,908828,001,1,2024-05-27_15h12.37.517,article1,2024.1.4,None,2024-05-27 15h12.44.749697 +0330,
0,0,0,0,3.531907600001432,,,,,,,,,3.5102612000191584,3.531907600001432,4.520446400041692,4.520462100044824,4.74330169998575,4.74330169998575,4.74330169998575,72,53,8.532503099995665,8.532503099995665,8.532503099995665,8.767246300005354,9.518119500018656,9.534043799969368,9.534043799969368,9.534043799969368,9.75055620004423,9.75055620004423,10.517093600006774,10.504478399991058,None,,,,908828,001,1,2024-05-27_15h12.37.517,article1,2024.1.4,None,2024-05-27 15h12.44.749697 +0330,
1,0,1,0,10.882087399950251,,,,,,,,,10.863858100026846,10.882087399950251,11.521908299997449,11.521935099968687,11.620940999942832,11.620940999942832,11.620940999942832,63,61,15.532040999969468,15.532040999969468,15.532040999969468,15.665663399966434,16.51733249996323,16.533897100016475,16.533897100016475,16.533897100016475,16.633517600013874,16.633517600013874,17.53196489997208,17.506984899984673,right,61,1.2406213999493048,0.07186930009629577,908828,001,1,2024-05-27_15h12.37.517,article1,2024.1.4,None,2024-05-27 15h12.44.749697 +0330,
,,,,17.883629100047983,,,,,,,,,17.87154650001321,17.883629100047983,18.52058729995042,18.52060489996802,18.619839300052263,18.619839300052263,18.619839300052263,41,45,,,,,,,,,,,,,,,,,,,,,,,,,
