learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,thisRow.t,notes,text.started,text1.started,text1_key_resp.started,text.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,fixation_learning.started,fixation1.started,fixation_learning.stopped,learning_complete.started,left_image.started,right_image.started,key_resp.started,learning_complete.stopped,key_resp.keys,key_resp.rt,key_resp.duration,fixation1.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.01564590004272759,0.03020669997204095,0.03020669997204095,0.43849390000104904,space,0.3999919999623671,None,,,,,,,,,,,,,721502,001,2024-05-26_23h27.23.336,article1,2024.1.4,None,2024-05-26 23h27.30.519575 +0330,
0,0,0,0,0.45058399997651577,,,,,,,,,0.4400531999999657,0.45058399997651577,1.4464777000248432,1.446525700041093,1.5735245000105351,1.5735245000105351,1.5735245000105351,1.714797000051476,right,0.13096139999106526,None,,721502,001,2024-05-26_23h27.23.336,article1,2024.1.4,None,2024-05-26 23h27.30.519575 +0330,
1,0,1,0,2.0777049000607803,,,,,,,,,2.065224100020714,2.0777049000607803,3.0659378999844193,3.065967999980785,3.1571203999919817,3.1571203999919817,3.1571203999919817,3.665859999950044,left,0.49330339999869466,None,3.1571203999919817,721502,001,2024-05-26_23h27.23.336,article1,2024.1.4,None,2024-05-26 23h27.30.519575 +0330,
2,0,2,0,4.244751199963503,,,,,,,,,4.228507500025444,4.244751199963503,5.228430500021204,5.228453399962746,5.319661500048824,5.319661500048824,5.319661500048824,5.881003899965435,right,0.551303300075233,None,5.319661500048824,721502,001,2024-05-26_23h27.23.336,article1,2024.1.4,None,2024-05-26 23h27.30.519575 +0330,
3,0,3,0,6.244515500031412,,,,,,,,,6.230385200004093,6.244515500031412,7.229121700045653,7.229151300038211,7.338627999997698,7.338627999997698,7.338627999997698,7.597181500052102,left,0.25557679997291416,None,7.338627999997698,721502,001,2024-05-26_23h27.23.336,article1,2024.1.4,None,2024-05-26 23h27.30.519575 +0330,
4,0,4,0,7.962149700033478,,,,,,,,,7.948050200007856,7.962149700033478,8.946323900017887,8.946367199998349,9.07938530005049,9.07938530005049,9.07938530005049,11.721957599977031,right,2.6398228999460116,None,9.07938530005049,721502,001,2024-05-26_23h27.23.336,article1,2024.1.4,None,2024-05-26 23h27.30.519575 +0330,
