learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,thisRow.t,notes,text.started,text1.started,text1_key_resp.started,text.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,fixation_learning.started,fixation1.started,fixation_learning.stopped,learning_complete.started,left_image.started,right_image.started,key_resp.started,reward_A1,reward_B,polygon.started,left_learning_reward.started,right_learning_reward.started,key_resp.stopped,polygon.stopped,left_learning_reward.stopped,right_learning_reward.stopped,left_image.stopped,right_image.stopped,participant,session,learning type,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.02818320004735142,0.05851610004901886,0.05851610004901886,2.5890167000470683,space,2.5207196000264958,None,,,,,,,,,,,,,,,,,,,698499,001,1,2024-05-27_16h32.21.707,article1,2024.1.4,None,2024-05-27 16h32.26.167937 +0330,
,,,,2.6193265999900177,,,,,,,,,2.589832300087437,2.6193265999900177,3.60324050008785,3.603258899995126,3.7395646000513807,3.7395646000513807,3.7395646000513807,52,55,7.5999260999960825,7.5999260999960825,7.5999260999960825,7.749959300039336,8.600594500079751,8.600594500079751,8.600594500079751,8.750292400014587,8.750292400014587,,,,,,,,,
