learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,transfer_trials.thisRepN,transfer_trials.thisTrialN,transfer_trials.thisN,transfer_trials.thisIndex,thisRow.t,notes,text_1.started,text1.started,text1_key_resp.started,text_1.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,fixation_learning.started,fixation1.started,fixation1.stopped,fixation_learning.stopped,main_learning.started,left_image.started,right_image.started,key_resp.started,reward_A2,reward_C,polygon.started,left_learning_reward.started,right_learning_reward.started,key_resp.stopped,polygon.stopped,left_learning_reward.stopped,right_learning_reward.stopped,left_image.stopped,right_image.stopped,text_no_resp.started,text_no_resp.stopped,main_learning.stopped,key_resp.keys,text_2.started,text2.started,text2_key_resp.started,text_2.stopped,text2_key_resp.keys,text2_key_resp.rt,text2_key_resp.duration,fixation_transfer.started,fixation2.started,fixation2.stopped,fixation_transfer.stopped,main_transfer.started,left_image_2.started,right_image_2.started,key_resp_2.started,polygon_2.started,left_image_2.stopped,right_image_2.stopped,key_resp_2.stopped,polygon_2.stopped,main_transfer.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,slider_transfer.started,slider_trns.started,mouse_trns.started,participant,session,learning type,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,0.05215550004504621,0.08076610008720309,0.08076610008720309,8.462640500045381,space,8.378454699995928,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,037013,001,1,2024-05-28_01h41.49.756,article1,2024.1.4,None,2024-05-28 01h41.54.649636 +0330,
0,0,0,0,,,,,8.473771500051953,,,,,,,,,8.463321500108577,8.473771500051953,9.583900900091976,9.462951200082898,9.462978500057943,9.583900900091976,9.583900900091976,9.583900900091976,73,36,13.475084000034258,13.475084000034258,13.475084000034258,13.592011200031266,14.474905300070532,14.474905300070532,14.474905300070532,14.5923446000088,14.5923446000088,15.490598600008525,16.49141750007402,16.48047629999928,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,037013,001,1,2024-05-28_01h41.49.756,article1,2024.1.4,None,2024-05-28 01h41.54.649636 +0330,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.826181800104678,16.841286400100216,16.841286400100216,19.212458400055766,space,2.36222699994687,None,,,,,,,,,,,,,,,,,,,,,037013,001,1,2024-05-28_01h41.49.756,article1,2024.1.4,None,2024-05-28 01h41.54.649636 +0330,
,,,,,,,,19.224497600109316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.21316770010162,19.224497600109316,20.27757790009491,20.21238580008503,20.212414500070736,20.27757790009491,20.27757790009491,20.27757790009491,22.990441400092095,24.006842600065283,24.006842600065283,24.006842600065283,,25.013133200001903,right,1.6912408999633044,None,25.013897200115025,,0.0067489000502973795,,,,,,,,,
