training_trials.thisRepN,training_trials.thisTrialN,training_trials.thisN,training_trials.thisIndex,thisRow.t,notes,text_0.started,text0.started,text0_key_resp.started,text_0.stopped,text0_key_resp.keys,text0_key_resp.rt,text0_key_resp.duration,fixation_training.started,fixation0.started,fixation_training.stopped,main_training.started,participant,session,learning type,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.024856000090949237,0.038631000090390444,0.038631000090390444,2.2464451000560075,space,2.173125199973583,None,,,,,399689,001,1,2024-05-28_12h23.42.225,article1,2024.1.4,None,2024-05-28 12h24.07.939303 +0330,
,,,,2.270821800106205,,,,,,,,,2.2491681000683457,2.270821800106205,3.25995070009958,3.25997420004569,,,,,,,,,
