thisRow.t,notes,text.started,text1.started,text1_key_resp.started,text.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,learning_complete.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.021337699959985912,0.036843899986706674,0.036843899986706674,1.7823161999695003,space,1.6971709000645205,None,,144772,001,2024-05-26_20h38.55.074,article1,2024.1.4,None,2024-05-26 20h39.03.183479 +0330,
,,,,,,,,,1.7823619999689981,,,,,,,,
