learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,thisRow.t,notes,text.started,text1.started,text1_key_resp.started,text.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,fixation_learning.started,fixation1.started,fixation1.stopped,fixation_learning.stopped,learning_complete.started,left_image.started,right_image.started,key_resp.started,reward_A2,reward_C,polygon.started,left_learning_reward.started,right_learning_reward.started,key_resp.stopped,polygon.stopped,left_learning_reward.stopped,right_learning_reward.stopped,learning_complete.stopped,key_resp.keys,reward_A1,reward_B,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.03883590002078563,0.06881239998620003,0.06881239998620003,31.581353300018236,space,31.503702800022438,None,,,,,,,,,,,,,,,,,,,,,,,,701471,001,2024-05-27_11h56.47.069,article1,2024.1.4,None,2024-05-27 11h56.51.927280 +0330,
0,0,0,0,31.591302799992263,,,,,,,,,31.582111799973063,31.591302799992263,32.697568099945784,32.58083240000997,32.58085549995303,32.697568099945784,32.697568099945784,32.697568099945784,79,33,36.59169369994197,36.59169369994197,36.59169369994197,36.707960800034925,37.59192639996763,37.59192639996763,37.59192639996763,37.594807900022715,None,,,,,701471,001,2024-05-27_11h56.47.069,article1,2024.1.4,None,2024-05-27 11h56.51.927280 +0330,
1,0,1,0,37.95776120002847,,,,,,,,,37.94509299995843,37.95776120002847,,38.594895699992776,38.59491099999286,38.662406599964015,38.662406599964015,38.662406599964015,,,42.591653499985114,42.591653499985114,42.591653499985114,42.67494830000214,43.59168620000128,43.59168620000128,43.59168620000128,43.59455659997184,left,86,42,1.6696915000211447,0.13649030006490648,701471,001,2024-05-27_11h56.47.069,article1,2024.1.4,None,2024-05-27 11h56.51.927280 +0330,
2,0,2,0,43.95764879998751,,,,,,,,,43.94418049999513,43.95764879998751,,44.59568040003069,44.595697700046,44.661362200044096,44.661362200044096,44.661362200044096,46,41,48.59174159995746,48.59174159995746,48.59174159995746,48.67482920002658,49.59185069997329,49.59185069997329,49.59185069997329,49.594729400007054,right,,,5.9581473000580445,0.13684109994210303,701471,001,2024-05-27_11h56.47.069,article1,2024.1.4,None,2024-05-27 11h56.51.927280 +0330,
3,0,3,0,49.9590928000398,,,,,,,,,49.94456940004602,49.9590928000398,,50.5950069000246,50.59502639994025,50.661479600006714,50.661479600006714,50.661479600006714,64,45,54.5911647999892,54.5911647999892,54.5911647999892,54.67514349997509,55.59152819996234,55.59152819996234,55.59152819996234,55.594377400004305,None,,,,,701471,001,2024-05-27_11h56.47.069,article1,2024.1.4,None,2024-05-27 11h56.51.927280 +0330,
4,0,4,0,56.09094370005187,,,,,,,,,56.07704769994598,56.09094370005187,,56.593825999996625,56.5938402999891,56.64318859996274,56.64318859996274,56.64318859996274,64,59,60.59086620004382,60.59086620004382,60.59086620004382,60.658104600035585,61.591728499974124,61.591728499974124,61.591728499974124,61.595048999995925,left,,,1.9940538000082597,0.10390699992422014,701471,001,2024-05-27_11h56.47.069,article1,2024.1.4,None,2024-05-27 11h56.51.927280 +0330,
5,0,5,0,61.959104600013234,,,,,,,,,61.94583049998619,61.959104600013234,,62.594043700024486,62.59405910002533,62.64310200000182,62.64310200000182,62.64310200000182,,,66.59101540001575,66.59101540001575,66.59101540001575,66.65759079996496,67.59136840002611,67.59136840002611,67.59136840002611,67.59359860001132,None,71,44,,,701471,001,2024-05-27_11h56.47.069,article1,2024.1.4,None,2024-05-27 11h56.51.927280 +0330,
,,,,67.95705420000013,,,,,,,,,67.9430907999631,67.95705420000013,,68.59372709994204,68.59375210001599,68.64288499997929,68.64288499997929,68.64288499997929,,,,,,,,,,,,68,39,,,,,,,,,,
