learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,thisRow.t,notes,text.started,text1.started,text1_key_resp.started,text.stopped,text1_key_resp.keys,text1_key_resp.rt,text1_key_resp.duration,fixation_learning.started,fixation1.started,fixation_learning.stopped,learning_complete.started,left_image.started,right_image.started,key_resp.started,reward_A1,reward_B,text_no_resp.started,text_no_resp.stopped,polygon.started,left_learning_reward.started,right_learning_reward.started,key_resp.stopped,polygon.stopped,left_learning_reward.stopped,right_learning_reward.stopped,left_image.stopped,right_image.stopped,learning_complete.stopped,key_resp.keys,fixation1.stopped,reward_A2,reward_C,participant,session,learning type,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.02803309995215386,0.03663320001214743,0.03663320001214743,7.621524499962106,space,7.580877800006419,None,,,,,,,,,,,,,,,,,,,,,,,,,,349713,001,1,2024-05-27_15h53.13.736,article1,2024.1.4,None,2024-05-27 15h53.18.261687 +0330,
0,0,0,0,7.634685099939816,,,,,,,,,7.622266200021841,7.634685099939816,8.624952799989842,8.624973699916154,8.740733199985698,8.740733199985698,8.740733199985698,74,49,9.635075700003654,10.635176199954003,12.634453399921767,12.634453399921767,12.634453399921767,12.751265899976715,13.635722799925134,13.635722799925134,13.635722799925134,13.75084270001389,13.75084270001389,13.739345800015144,None,,,,349713,001,1,2024-05-27_15h53.13.736,article1,2024.1.4,None,2024-05-27 15h53.18.261687 +0330,
1,0,1,0,14.101533800014295,,,,,,,,,14.08779829996638,14.101533800014295,15.102074199938215,15.102084700018167,15.171861200011335,15.171861200011335,15.171861200011335,72,54,16.10174690000713,17.101866199984215,19.101076300023124,19.101076300023124,19.101076300023124,19.184258499997668,20.10143679997418,20.10143679997418,20.10143679997418,20.18406999995932,20.18406999995932,20.17314859991893,None,,,,349713,001,1,2024-05-27_15h53.13.736,article1,2024.1.4,None,2024-05-27 15h53.18.261687 +0330,
2,0,2,0,20.534462700015865,,,,,,,,,20.52284469990991,20.534462700015865,21.523201699950732,21.523222399991937,21.621370899956673,21.621370899956673,21.621370899956673,76,43,22.534494699910283,23.53495539992582,25.534402899909765,25.534402899909765,25.534402899909765,25.634284099913202,26.534418999915943,26.534418999915943,26.534418999915943,26.633950399933383,26.633950399933383,26.624418699997477,None,21.621370899956673,,,349713,001,1,2024-05-27_15h53.13.736,article1,2024.1.4,None,2024-05-27 15h53.18.261687 +0330,
3,0,3,0,26.984690699959174,,,,,,,,,26.971623999997973,26.984690699959174,27.971196300000884,27.971214100020006,28.038134399917908,28.038134399917908,28.038134399917908,50,68,28.9843327999115,29.98483759991359,31.984162500011735,31.984162500011735,31.984162500011735,32.05100420000963,32.98463700001594,32.98463700001594,32.98463700001594,33.05037019995507,33.05037019995507,33.039803299936466,None,28.038134399917908,,,349713,001,1,2024-05-27_15h53.13.736,article1,2024.1.4,None,2024-05-27 15h53.18.261687 +0330,
4,0,4,0,33.40098939999007,,,,,,,,,33.38683339999989,33.40098939999007,34.38764919992536,34.38766819995362,34.45422099996358,34.45422099996358,34.45422099996358,61,91,35.401091199950315,36.41805069998372,38.40060559997801,38.40060559997801,38.40060559997801,38.46730589994695,39.401271499926224,39.401271499926224,39.401271499926224,39.46713549993001,39.46713549993001,39.45614709996153,None,,,,349713,001,1,2024-05-27_15h53.13.736,article1,2024.1.4,None,2024-05-27 15h53.18.261687 +0330,
5,0,5,0,39.817945900023915,,,,,,,,,39.80348659993615,39.817945900023915,40.80575870000757,40.805778999929316,40.86949700000696,40.86949700000696,40.86949700000696,,,41.81749399995897,42.817826799931936,44.81728209997527,44.81728209997527,44.81728209997527,44.88410859997384,45.81731710000895,45.81731710000895,45.81731710000895,45.88359619991388,45.88359619991388,45.87203510000836,None,,46,54,349713,001,1,2024-05-27_15h53.13.736,article1,2024.1.4,None,2024-05-27 15h53.18.261687 +0330,
6,0,6,0,46.23431729990989,,,,,,,,,46.22144320001826,46.23431729990989,47.22203199996147,47.22205430001486,47.2860327999806,47.2860327999806,47.2860327999806,,,48.23465799994301,49.234723199973814,51.233548999996856,51.233548999996856,51.233548999996856,51.30016210000031,52.23401449993253,52.23401449993253,52.23401449993253,52.29985740000848,52.29985740000848,52.28989209991414,None,,64,37,349713,001,1,2024-05-27_15h53.13.736,article1,2024.1.4,None,2024-05-27 15h53.18.261687 +0330,
,,,,52.65156609995756,,,,,,,,,52.6382961999625,52.65156609995756,53.638964299927466,53.63898509996943,53.702667900011875,53.702667900011875,53.702667900011875,62,46,54.651246599969454,,,,,,,,,,,,,,,,,,,,,,,,
